"sexo","edad","tiempo","fecha"
"0","(30,45]",168834.858000994,"06/11/2015"
"0","(45,60]",236358.133001566,"06/11/2015"
"0","(60,Inf]",101933.463998318,"06/11/2015"
"1","(18,30]",34043.8859992027,"06/11/2015"
"1","(30,45]",140586.74499917,"06/11/2015"
"1","(45,60]",90577.7249987125,"06/11/2015"
"1","(60,Inf]",8757.10500001907,"06/11/2015"
"0","(0,18]",44621.4829998016,"07/11/2015"
"0","(18,30]",62985.7940003872,"07/11/2015"
"0","(30,45]",133853.180999994,"07/11/2015"
"0","(45,60]",106098.714000702,"07/11/2015"
"0","(60,Inf]",102459.907999992,"07/11/2015"
"1","(18,30]",80257.6430001259,"07/11/2015"
"1","(30,45]",135400.642999649,"07/11/2015"
"1","(45,60]",119866.791000843,"07/11/2015"
"1","(60,Inf]",17547.4499993324,"07/11/2015"
"0","(0,18]",33377.7199997902,"08/11/2015"
"0","(18,30]",20011.3110010624,"08/11/2015"
"0","(30,45]",198809.44699955,"08/11/2015"
"0","(45,60]",166750.39400053,"08/11/2015"
"0","(60,Inf]",84222.854998827,"08/11/2015"
"1","(18,30]",43202.0040006638,"08/11/2015"
"1","(30,45]",185498.991000652,"08/11/2015"
"1","(45,60]",150119.902000904,"08/11/2015"
"1","(60,Inf]",13841.259999752,"08/11/2015"
"0","(18,30]",49579.646001339,"09/11/2015"
"0","(30,45]",161384.530000687,"09/11/2015"
"0","(45,60]",137124.642999887,"09/11/2015"
"0","(60,Inf]",105532.272000551,"09/11/2015"
"1","(18,30]",38560.6690003872,"09/11/2015"
"1","(30,45]",119116.998002291,"09/11/2015"
"1","(45,60]",101656.004000187,"09/11/2015"
"1","(60,Inf]",8347.53100037575,"09/11/2015"
"0","(0,18]",6.33999991416931,"10/11/2015"
"0","(18,30]",51631.3669984341,"10/11/2015"
"0","(30,45]",172871.279000282,"10/11/2015"
"0","(45,60]",246185.590999603,"10/11/2015"
"0","(60,Inf]",135924.491999388,"10/11/2015"
"1","(0,18]",10.7039999961853,"10/11/2015"
"1","(18,30]",66735.5540006161,"10/11/2015"
"1","(30,45]",96048.8040001392,"10/11/2015"
"1","(45,60]",115431.827001333,"10/11/2015"
"1","(60,Inf]",15365.2249999046,"10/11/2015"
"0","(18,30]",66006.8550009727,"11/11/2015"
"0","(30,45]",179239.573999882,"11/11/2015"
"0","(45,60]",196267.056998253,"11/11/2015"
"0","(60,Inf]",97830.9739997387,"11/11/2015"
"1","(18,30]",28165.5410015583,"11/11/2015"
"1","(30,45]",143091.818000555,"11/11/2015"
"1","(45,60]",111921.571998596,"11/11/2015"
"1","(60,Inf]",7636.84799957275,"11/11/2015"
"0","(0,18]",6924.12000012398,"12/11/2015"
"0","(18,30]",117590.93299818,"12/11/2015"
"0","(30,45]",207659.607997656,"12/11/2015"
"0","(45,60]",249642.919999361,"12/11/2015"
"0","(60,Inf]",156654.816000462,"12/11/2015"
"1","(18,30]",41386.5319998264,"12/11/2015"
"1","(30,45]",118511.991999626,"12/11/2015"
"1","(45,60]",133612.934999466,"12/11/2015"
"1","(60,Inf]",13097.4050002098,"12/11/2015"
"0","(0,18]",56447.8979997635,"13/11/2015"
"0","(18,30]",31170.4870011806,"13/11/2015"
"0","(30,45]",161317.616999149,"13/11/2015"
"0","(45,60]",193443.948999405,"13/11/2015"
"0","(60,Inf]",101234.197000265,"13/11/2015"
"1","(18,30]",49734.1900002956,"13/11/2015"
"1","(30,45]",135607.533000231,"13/11/2015"
"1","(45,60]",94818.300999403,"13/11/2015"
"1","(60,Inf]",7372.59500026703,"13/11/2015"
"0","(0,18]",11955.220000267,"14/11/2015"
"0","(18,30]",38263.0569984913,"14/11/2015"
"0","(30,45]",133579.321001768,"14/11/2015"
"0","(45,60]",206039.614000797,"14/11/2015"
"0","(60,Inf]",93009.1259999275,"14/11/2015"
"1","(0,18]",3246.29499983788,"14/11/2015"
"1","(18,30]",26801.9449994564,"14/11/2015"
"1","(30,45]",104654.98099947,"14/11/2015"
"1","(45,60]",65624.2579987049,"14/11/2015"
"1","(60,Inf]",15685.5770001411,"14/11/2015"
"0","(18,30]",22587.0479998589,"15/11/2015"
"0","(30,45]",126566.35599947,"15/11/2015"
"0","(45,60]",131885.681999683,"15/11/2015"
"0","(60,Inf]",82168.0939998627,"15/11/2015"
"1","(0,18]",9300.92600011826,"15/11/2015"
"1","(18,30]",31845.2679991722,"15/11/2015"
"1","(30,45]",104630.010999441,"15/11/2015"
"1","(45,60]",122051.105999947,"15/11/2015"
"1","(60,Inf]",10019.2650001049,"15/11/2015"
"0","(0,18]",12187.3230001926,"16/11/2015"
"0","(18,30]",47994.0479981899,"16/11/2015"
"0","(30,45]",161102.618000746,"16/11/2015"
"0","(45,60]",203862.252001047,"16/11/2015"
"0","(60,Inf]",110798.047999144,"16/11/2015"
"1","(18,30]",34910.7889995575,"16/11/2015"
"1","(30,45]",119552.685997248,"16/11/2015"
"1","(45,60]",62891.9249985218,"16/11/2015"
"1","(60,Inf]",12213.0889997482,"16/11/2015"
"0","(0,18]",2092.09699988365,"17/11/2015"
"0","(18,30]",31506.0249998569,"17/11/2015"
"0","(30,45]",139901.412998199,"17/11/2015"
"0","(45,60]",129242.134998798,"17/11/2015"
"0","(60,Inf]",104946.502998829,"17/11/2015"
"1","(18,30]",61837.3090007305,"17/11/2015"
"1","(30,45]",94837.2009994984,"17/11/2015"
"1","(45,60]",81378.3790001869,"17/11/2015"
"1","(60,Inf]",7573.63800001144,"17/11/2015"
"0","(0,18]",3187.64600014687,"18/11/2015"
"0","(18,30]",82850.076000452,"18/11/2015"
"0","(30,45]",169753.047000647,"18/11/2015"
"0","(45,60]",157226.355999947,"18/11/2015"
"0","(60,Inf]",84871.7609992027,"18/11/2015"
"1","(18,30]",31240.7289996147,"18/11/2015"
"1","(30,45]",106377.273999691,"18/11/2015"
"1","(45,60]",96962.4269986153,"18/11/2015"
"1","(60,Inf]",14181.1829996109,"18/11/2015"
"0","(0,18]",487.867000102997,"19/11/2015"
"0","(18,30]",42776.4760000706,"19/11/2015"
"0","(30,45]",155684.765000343,"19/11/2015"
"0","(45,60]",212609.435999393,"19/11/2015"
"0","(60,Inf]",121677.435998678,"19/11/2015"
"1","(18,30]",23201.0010011196,"19/11/2015"
"1","(30,45]",134887.335999489,"19/11/2015"
"1","(45,60]",126630.520000219,"19/11/2015"
"1","(60,Inf]",11247.5020000935,"19/11/2015"
"0","(0,18]",16845.3930001259,"20/11/2015"
"0","(18,30]",33831.9700009823,"20/11/2015"
"0","(30,45]",139841.740000725,"20/11/2015"
"0","(45,60]",161112.325999975,"20/11/2015"
"0","(60,Inf]",94717.416000843,"20/11/2015"
"1","(18,30]",28212.6109998226,"20/11/2015"
"1","(30,45]",105750.448001146,"20/11/2015"
"1","(45,60]",41887.3129985332,"20/11/2015"
"1","(60,Inf]",13998.621999979,"20/11/2015"
"0","(0,18]",763.683000087738,"21/11/2015"
"0","(18,30]",72225.1789996624,"21/11/2015"
"0","(30,45]",46954.6559994221,"21/11/2015"
"0","(45,60]",29234.4809999466,"21/11/2015"
"0","(60,Inf]",16263.9130001068,"21/11/2015"
"1","(0,18]",4824.01300001144,"21/11/2015"
"1","(18,30]",10667.9359998703,"21/11/2015"
"1","(30,45]",73318.6860003471,"21/11/2015"
"1","(45,60]",96075.0989997387,"21/11/2015"
"1","(60,Inf]",1177.55299973488,"21/11/2015"
"0","(18,30]",4905.30200004578,"22/11/2015"
"0","(30,45]",20724.6389994621,"22/11/2015"
"0","(45,60]",73273.5590007305,"22/11/2015"
"0","(60,Inf]",24219.8819997311,"22/11/2015"
"1","(18,30]",5755.28999948502,"22/11/2015"
"1","(30,45]",4417.56200027466,"22/11/2015"
"1","(45,60]",10646.4500000477,"22/11/2015"
"1","(60,Inf]",3262.3109998703,"22/11/2015"
"0","(18,30]",46470.2590000629,"23/11/2015"
"0","(30,45]",118099.253000021,"23/11/2015"
"0","(45,60]",155617.927001238,"23/11/2015"
"0","(60,Inf]",100539.712999344,"23/11/2015"
"1","(18,30]",21192.125,"23/11/2015"
"1","(30,45]",82571.3670005798,"23/11/2015"
"1","(45,60]",66261.4419999123,"23/11/2015"
"1","(60,Inf]",11328.4200000763,"23/11/2015"
"0","(0,18]",12543.8039999008,"24/11/2015"
"0","(18,30]",22476.0690002441,"24/11/2015"
"0","(30,45]",44976.5059998035,"24/11/2015"
"0","(45,60]",57429.0459997654,"24/11/2015"
"0","(60,Inf]",30534.342000246,"24/11/2015"
"1","(18,30]",8331.09899950027,"24/11/2015"
"1","(30,45]",72654.0039999485,"24/11/2015"
"1","(45,60]",26325.9259998798,"24/11/2015"
"1","(60,Inf]",10701.6760001183,"24/11/2015"
"0","(18,30]",58829.6899991035,"25/11/2015"
"0","(30,45]",138598.738000631,"25/11/2015"
"0","(45,60]",154513.32600069,"25/11/2015"
"0","(60,Inf]",78550.6579983234,"25/11/2015"
"1","(18,30]",23523.7160010338,"25/11/2015"
"1","(30,45]",76152.1860005856,"25/11/2015"
"1","(45,60]",65296.2640001774,"25/11/2015"
"1","(60,Inf]",11569.7140002251,"25/11/2015"
"0","(18,30]",20216.1949999332,"26/11/2015"
"0","(30,45]",74141.5620036125,"26/11/2015"
"0","(45,60]",62168.1929996014,"26/11/2015"
"0","(60,Inf]",31077.9330000877,"26/11/2015"
"1","(18,30]",57977.1110002995,"26/11/2015"
"1","(30,45]",70306.611000061,"26/11/2015"
"1","(45,60]",115311.832000494,"26/11/2015"
"1","(60,Inf]",1549.18400001526,"26/11/2015"
"0","(0,18]",23079.1010000706,"27/11/2015"
"0","(18,30]",25105.7920002937,"27/11/2015"
"0","(30,45]",112878.751000404,"27/11/2015"
"0","(45,60]",184069.922001123,"27/11/2015"
"0","(60,Inf]",142403.064999819,"27/11/2015"
"1","(18,30]",14333.8460001945,"27/11/2015"
"1","(30,45]",156409.82599926,"27/11/2015"
"1","(45,60]",43930.5300004482,"27/11/2015"
"1","(60,Inf]",6676.59899950027,"27/11/2015"
"0","(0,18]",41874.4579999447,"28/11/2015"
"0","(18,30]",22893.9220006466,"28/11/2015"
"0","(30,45]",125090.054000378,"28/11/2015"
"0","(45,60]",84975.7869997025,"28/11/2015"
"0","(60,Inf]",78749.2369999886,"28/11/2015"
"1","(18,30]",13496.9499995708,"28/11/2015"
"1","(30,45]",52173.9990019798,"28/11/2015"
"1","(45,60]",56537.0240004063,"28/11/2015"
"1","(60,Inf]",714.270000219345,"28/11/2015"
"0","(0,18]",12429.742000103,"29/11/2015"
"0","(18,30]",22162.0439996719,"29/11/2015"
"0","(30,45]",70515.4480001926,"29/11/2015"
"0","(45,60]",105406.820001125,"29/11/2015"
"0","(60,Inf]",61452.7140002251,"29/11/2015"
"1","(0,18]",3920.18700003624,"29/11/2015"
"1","(18,30]",13313.9620001316,"29/11/2015"
"1","(30,45]",56887.3759999275,"29/11/2015"
"1","(45,60]",62843.1279995441,"29/11/2015"
"1","(60,Inf]",8425.39899992943,"29/11/2015"
"0","(0,18]",1155.4929997921,"30/11/2015"
"0","(18,30]",34936.6039993763,"30/11/2015"
"0","(30,45]",165768.533998251,"30/11/2015"
"0","(45,60]",154262.844000578,"30/11/2015"
"0","(60,Inf]",95094.7540004253,"30/11/2015"
"1","(18,30]",23239.5739996433,"30/11/2015"
"1","(30,45]",119179.588999987,"30/11/2015"
"1","(45,60]",61084.9820005894,"30/11/2015"
"1","(60,Inf]",12050.5670001507,"30/11/2015"
"0","(0,18]",1101.54999995232,"01/12/2015"
"0","(18,30]",54941.3680009842,"01/12/2015"
"0","(30,45]",163415.065001249,"01/12/2015"
"0","(45,60]",173263.292999744,"01/12/2015"
"0","(60,Inf]",78500.6080002785,"01/12/2015"
"1","(18,30]",35787.8299994469,"01/12/2015"
"1","(30,45]",175473.975000143,"01/12/2015"
"1","(45,60]",112323.469000816,"01/12/2015"
"1","(60,Inf]",4384.6740000248,"01/12/2015"
"0","(0,18]",3017.37299990654,"02/12/2015"
"0","(18,30]",38314.9140012264,"02/12/2015"
"0","(30,45]",214213.395000219,"02/12/2015"
"0","(45,60]",246397.014001369,"02/12/2015"
"0","(60,Inf]",85956.6189985275,"02/12/2015"
"1","(18,30]",24432.7419993877,"02/12/2015"
"1","(30,45]",142988.68700099,"02/12/2015"
"1","(45,60]",77104.1570003033,"02/12/2015"
"1","(60,Inf]",8305.72300004959,"02/12/2015"
"0","(0,18]",1219.91899991035,"03/12/2015"
"0","(18,30]",40363.8030002117,"03/12/2015"
"0","(30,45]",116144.733999014,"03/12/2015"
"0","(45,60]",139765.745001078,"03/12/2015"
"0","(60,Inf]",88780.8330004215,"03/12/2015"
"1","(18,30]",17134.2339999676,"03/12/2015"
"1","(30,45]",103103.273000479,"03/12/2015"
"1","(45,60]",53881.3460001945,"03/12/2015"
"1","(60,Inf]",3276.86100029945,"03/12/2015"
"0","(0,18]",969.94000005722,"04/12/2015"
"0","(18,30]",25545.0019996166,"04/12/2015"
"0","(30,45]",202986.80800128,"04/12/2015"
"0","(45,60]",202898.165001154,"04/12/2015"
"0","(60,Inf]",92747.501999855,"04/12/2015"
"1","(18,30]",30549.6259999275,"04/12/2015"
"1","(30,45]",91788.6580002308,"04/12/2015"
"1","(45,60]",55638.4570009708,"04/12/2015"
"1","(60,Inf]",4173.0640001297,"04/12/2015"
"0","(0,18]",512030.790999889,"05/12/2015"
"0","(18,30]",18090.3020009995,"05/12/2015"
"0","(30,45]",214096.992000341,"05/12/2015"
"0","(45,60]",105711.928998947,"05/12/2015"
"0","(60,Inf]",82434.7389988899,"05/12/2015"
"1","(18,30]",26363.9409995079,"05/12/2015"
"1","(30,45]",101688.829998493,"05/12/2015"
"1","(45,60]",46709.9019999504,"05/12/2015"
"1","(60,Inf]",11056.0060005188,"05/12/2015"
"0","(0,18]",583.373000144958,"06/12/2015"
"0","(18,30]",77325.1400008202,"06/12/2015"
"0","(30,45]",227898.859999418,"06/12/2015"
"0","(45,60]",70416.0419993401,"06/12/2015"
"0","(60,Inf]",81497.2630002499,"06/12/2015"
"1","(0,18]",4273.75699996948,"06/12/2015"
"1","(18,30]",11245.611000061,"06/12/2015"
"1","(30,45]",38603.7730002403,"06/12/2015"
"1","(45,60]",65003.1709992886,"06/12/2015"
"1","(60,Inf]",3838.72099995613,"06/12/2015"
"0","(0,18]",598.509999990463,"07/12/2015"
"0","(18,30]",16594.1970002651,"07/12/2015"
"0","(30,45]",140435.087000608,"07/12/2015"
"0","(45,60]",96539.77099967,"07/12/2015"
"0","(60,Inf]",52919.1749997139,"07/12/2015"
"1","(18,30]",17484.1650002003,"07/12/2015"
"1","(30,45]",58234.1400005817,"07/12/2015"
"1","(45,60]",40163.7030000687,"07/12/2015"
"1","(60,Inf]",2391.08800005913,"07/12/2015"
"0","(0,18]",668.142999887466,"08/12/2015"
"0","(18,30]",30673.1960003376,"08/12/2015"
"0","(30,45]",85144.5849995613,"08/12/2015"
"0","(45,60]",119157.557000637,"08/12/2015"
"0","(60,Inf]",51847.8840000629,"08/12/2015"
"1","(18,30]",34941.6800003052,"08/12/2015"
"1","(30,45]",218400.432998896,"08/12/2015"
"1","(45,60]",62329.1300005913,"08/12/2015"
"1","(60,Inf]",16290.0489997864,"08/12/2015"
"0","(18,30]",80854.6460003853,"09/12/2015"
"0","(30,45]",302286.466002464,"09/12/2015"
"0","(45,60]",200009.188000202,"09/12/2015"
"0","(60,Inf]",89526.4880001545,"09/12/2015"
"1","(18,30]",35320.8299996853,"09/12/2015"
"1","(30,45]",168685.170000076,"09/12/2015"
"1","(45,60]",128664.998000383,"09/12/2015"
"1","(60,Inf]",5708.6099998951,"09/12/2015"
"0","(0,18]",624.822999954224,"10/12/2015"
"0","(18,30]",84167.3139989376,"10/12/2015"
"0","(30,45]",144683.970998526,"10/12/2015"
"0","(45,60]",184756.059001446,"10/12/2015"
"0","(60,Inf]",71765.5609996319,"10/12/2015"
"1","(18,30]",17727.0260004997,"10/12/2015"
"1","(30,45]",121387.580002785,"10/12/2015"
"1","(45,60]",63403.0069990158,"10/12/2015"
"1","(60,Inf]",3191.05599975586,"10/12/2015"
"0","(18,30]",56677.922999382,"11/12/2015"
"0","(30,45]",129437.87199688,"11/12/2015"
"0","(45,60]",143192.603001118,"11/12/2015"
"0","(60,Inf]",90385.1349999905,"11/12/2015"
"1","(18,30]",28925.4619996548,"11/12/2015"
"1","(30,45]",120808.078001261,"11/12/2015"
"1","(45,60]",160590.472001553,"11/12/2015"
"1","(60,Inf]",4092.48300027847,"11/12/2015"
"0","(18,30]",41916.3520009518,"12/12/2015"
"0","(30,45]",79179.3660006523,"12/12/2015"
"0","(45,60]",110858.935000181,"12/12/2015"
"0","(60,Inf]",47790.407999754,"12/12/2015"
"1","(18,30]",31917.9759995937,"12/12/2015"
"1","(30,45]",48383.5410001278,"12/12/2015"
"1","(45,60]",89403.408000946,"12/12/2015"
"1","(60,Inf]",259.253000020981,"12/12/2015"
"0","(0,18]",573.763000011444,"13/12/2015"
"0","(18,30]",10768.3500006199,"13/12/2015"
"0","(30,45]",56101.7160012722,"13/12/2015"
"0","(45,60]",174561.390999556,"13/12/2015"
"0","(60,Inf]",54526.612000227,"13/12/2015"
"1","(18,30]",109618.201999903,"13/12/2015"
"1","(30,45]",88166.8350012302,"13/12/2015"
"1","(45,60]",63342.3840010166,"13/12/2015"
"1","(60,Inf]",4575.4470000267,"13/12/2015"
"0","(18,30]",90614.0409998894,"14/12/2015"
"0","(30,45]",86283.6290001869,"14/12/2015"
"0","(45,60]",54979.4549996853,"14/12/2015"
"0","(60,Inf]",24204.0619997978,"14/12/2015"
"1","(18,30]",15238.0670003891,"14/12/2015"
"1","(30,45]",56440.0460004807,"14/12/2015"
"1","(45,60]",37534.1720001698,"14/12/2015"
"1","(60,Inf]",1411.40600037575,"14/12/2015"
"0","(18,30]",48706.9720003605,"15/12/2015"
"0","(30,45]",112489.781997442,"15/12/2015"
"0","(45,60]",182565.328999996,"15/12/2015"
"0","(60,Inf]",75008.1260001659,"15/12/2015"
"1","(0,18]",1588.65700006485,"15/12/2015"
"1","(18,30]",35083.0360007286,"15/12/2015"
"1","(30,45]",92876.1780002117,"15/12/2015"
"1","(45,60]",53114.7989997864,"15/12/2015"
"1","(60,Inf]",27144.2059998512,"15/12/2015"
"0","(18,30]",53212.2720005512,"16/12/2015"
"0","(30,45]",183078.472001791,"16/12/2015"
"0","(45,60]",197128.969000578,"16/12/2015"
"0","(60,Inf]",78787.2490005493,"16/12/2015"
"1","(0,18]",2005.21000003815,"16/12/2015"
"1","(18,30]",20674.0389993191,"16/12/2015"
"1","(30,45]",70382.3720004559,"16/12/2015"
"1","(45,60]",70322.6230013371,"16/12/2015"
"1","(60,Inf]",7326.40399980545,"16/12/2015"
"0","(18,30]",31505.126999855,"17/12/2015"
"0","(30,45]",83023.2860012054,"17/12/2015"
"0","(45,60]",87468.3770020008,"17/12/2015"
"0","(60,Inf]",53925.1239998341,"17/12/2015"
"1","(0,18]",2272.75,"17/12/2015"
"1","(18,30]",21260.0449995995,"17/12/2015"
"1","(30,45]",68734.9190006256,"17/12/2015"
"1","(45,60]",43171.5009982586,"17/12/2015"
"1","(60,Inf]",4343.66800022125,"17/12/2015"
"0","(0,18]",13155.3629999161,"18/12/2015"
"0","(18,30]",39268.6169993877,"18/12/2015"
"0","(30,45]",114401.379998207,"18/12/2015"
"0","(45,60]",98219.2439992428,"18/12/2015"
"0","(60,Inf]",80124.9329986572,"18/12/2015"
"1","(18,30]",17973.0989999771,"18/12/2015"
"1","(30,45]",55745.0270009041,"18/12/2015"
"1","(45,60]",77553.9020006657,"18/12/2015"
"1","(60,Inf]",8511.80899977684,"18/12/2015"
"0","(0,18]",550.732999801636,"19/12/2015"
"0","(18,30]",20492.7080008984,"19/12/2015"
"0","(30,45]",58528.5880002975,"19/12/2015"
"0","(45,60]",60740.25,"19/12/2015"
"0","(60,Inf]",38028.2580001354,"19/12/2015"
"1","(18,30]",12887.7809998989,"19/12/2015"
"1","(30,45]",34580.3450007439,"19/12/2015"
"1","(45,60]",44343.9640004635,"19/12/2015"
"1","(60,Inf]",2417.33999991417,"19/12/2015"
"0","(18,30]",21359.6820006371,"20/12/2015"
"0","(30,45]",43423.5220010281,"20/12/2015"
"0","(45,60]",51149.169999361,"20/12/2015"
"0","(60,Inf]",66485.4529998302,"20/12/2015"
"1","(18,30]",7670.03600025177,"20/12/2015"
"1","(30,45]",42526.0050005913,"20/12/2015"
"1","(45,60]",56229.9959990978,"20/12/2015"
"1","(60,Inf]",1589.82000017166,"20/12/2015"
"0","(0,18]",609.944000005722,"21/12/2015"
"0","(18,30]",46268.8689997196,"21/12/2015"
"0","(30,45]",120480.851000547,"21/12/2015"
"0","(45,60]",134398.908997774,"21/12/2015"
"0","(60,Inf]",70470.153999567,"21/12/2015"
"1","(18,30]",18957.1950008869,"21/12/2015"
"1","(30,45]",113059.188000202,"21/12/2015"
"1","(45,60]",69765.7759981155,"21/12/2015"
"1","(60,Inf]",2985.18399977684,"21/12/2015"
"0","(0,18]",916.97000002861,"22/12/2015"
"0","(18,30]",30650.6359984875,"22/12/2015"
"0","(30,45]",125997.24099946,"22/12/2015"
"0","(45,60]",77151.0909996033,"22/12/2015"
"0","(60,Inf]",23360.1890001297,"22/12/2015"
"1","(0,18]",4144.90700006485,"22/12/2015"
"1","(18,30]",13912.7990007401,"22/12/2015"
"1","(30,45]",42643.8430001736,"22/12/2015"
"1","(45,60]",49829.9790008068,"22/12/2015"
"1","(60,Inf]",7410.66899991035,"22/12/2015"
"0","(18,30]",25272.2889988422,"23/12/2015"
"0","(30,45]",91980.9130022526,"23/12/2015"
"0","(45,60]",98886.8249995708,"23/12/2015"
"0","(60,Inf]",45657.5670003891,"23/12/2015"
"1","(18,30]",13752.4820010662,"23/12/2015"
"1","(30,45]",86042.6880002022,"23/12/2015"
"1","(45,60]",42472.2410008907,"23/12/2015"
"1","(60,Inf]",7770.59300017357,"23/12/2015"
"0","(0,18]",629.649999856949,"24/12/2015"
"0","(18,30]",12581.8820004463,"24/12/2015"
"0","(30,45]",40463.27099967,"24/12/2015"
"0","(45,60]",36560.5840001106,"24/12/2015"
"0","(60,Inf]",30693.4019999504,"24/12/2015"
"1","(18,30]",5269.15099954605,"24/12/2015"
"1","(30,45]",15286.1500005722,"24/12/2015"
"1","(45,60]",26633.632999897,"24/12/2015"
"1","(60,Inf]",3214.87600016594,"24/12/2015"
"0","(18,30]",30387.1619999409,"26/12/2015"
"0","(30,45]",98293.0769987106,"26/12/2015"
"0","(45,60]",96191.7920005322,"26/12/2015"
"0","(60,Inf]",75457.8940000534,"26/12/2015"
"1","(18,30]",14879.0340001583,"26/12/2015"
"1","(30,45]",49556.6830003262,"26/12/2015"
"1","(45,60]",29265.9850008488,"26/12/2015"
"1","(60,Inf]",607.996999979019,"26/12/2015"
"0","(18,30]",46289.767001152,"27/12/2015"
"0","(30,45]",96856.6069996357,"27/12/2015"
"0","(45,60]",93388.0529999733,"27/12/2015"
"0","(60,Inf]",59522.661999464,"27/12/2015"
"1","(0,18]",3782.74000000954,"27/12/2015"
"1","(18,30]",7995.5720000267,"27/12/2015"
"1","(30,45]",77419.4229986668,"27/12/2015"
"1","(45,60]",63133.8970000744,"27/12/2015"
"1","(60,Inf]",9670.28800010681,"27/12/2015"
"0","(18,30]",63976.7809996605,"28/12/2015"
"0","(30,45]",45406.9630002975,"28/12/2015"
"0","(45,60]",24287.2050004005,"28/12/2015"
"0","(60,Inf]",32580.882999897,"28/12/2015"
"1","(18,30]",4256.58699965477,"28/12/2015"
"1","(30,45]",14788.1789999008,"28/12/2015"
"1","(45,60]",12600.9159994125,"28/12/2015"
"1","(60,Inf]",246.850000143051,"28/12/2015"
"0","(18,30]",83177.3460006714,"29/12/2015"
"0","(30,45]",127552.568000793,"29/12/2015"
"0","(45,60]",94404.1479988098,"29/12/2015"
"0","(60,Inf]",68365.992000103,"29/12/2015"
"1","(18,30]",15647.1630003452,"29/12/2015"
"1","(30,45]",43687.6719992161,"29/12/2015"
"1","(45,60]",43188.0590004921,"29/12/2015"
"1","(60,Inf]",5843.03299975395,"29/12/2015"
"0","(18,30]",19247.3629999161,"30/12/2015"
"0","(30,45]",37582.9389979839,"30/12/2015"
"0","(45,60]",95131.5380005836,"30/12/2015"
"0","(60,Inf]",25838.489000082,"30/12/2015"
"1","(18,30]",1734.42100000381,"30/12/2015"
"1","(30,45]",14455.2400007248,"30/12/2015"
"1","(45,60]",39552.5110006332,"30/12/2015"
"1","(60,Inf]",2728.05599975586,"30/12/2015"
"0","(18,30]",36687.7069997787,"31/12/2015"
"0","(30,45]",216384.259999514,"31/12/2015"
"0","(45,60]",26868.8100001812,"31/12/2015"
"0","(60,Inf]",11966.8570001125,"31/12/2015"
"1","(18,30]",1845.10600018501,"31/12/2015"
"1","(30,45]",6434.18200016022,"31/12/2015"
"1","(45,60]",19624.7059998512,"31/12/2015"
"1","(60,Inf]",2069.9249997139,"31/12/2015"
"0","(18,30]",18024.8459999561,"02/01/2016"
"0","(30,45]",76905.6670000553,"02/01/2016"
"0","(45,60]",88851.7460002899,"02/01/2016"
"0","(60,Inf]",42521.976000309,"02/01/2016"
"1","(18,30]",10898.1659998894,"02/01/2016"
"1","(30,45]",39036.9849991798,"02/01/2016"
"1","(45,60]",46539.9909996986,"02/01/2016"
"1","(60,Inf]",54837.1970002651,"02/01/2016"
"0","(18,30]",6791.24800014496,"03/01/2016"
"0","(30,45]",8536.33000040054,"03/01/2016"
"0","(45,60]",7424.9960000515,"03/01/2016"
"0","(60,Inf]",2014.30900001526,"03/01/2016"
"1","(18,30]",1997.37999987602,"03/01/2016"
"1","(30,45]",1111.86600017548,"03/01/2016"
"1","(45,60]",657.539999961853,"03/01/2016"
"1","(60,Inf]",548.256999969482,"03/01/2016"
"0","(0,18]",1222.37299990654,"04/01/2016"
"0","(18,30]",35708.0909998417,"04/01/2016"
"0","(30,45]",32516.9410002232,"04/01/2016"
"0","(45,60]",28303.3429999352,"04/01/2016"
"0","(60,Inf]",6199.67499995232,"04/01/2016"
"1","(18,30]",5933.02900004387,"04/01/2016"
"1","(30,45]",31492.0899999142,"04/01/2016"
"1","(45,60]",8862.81699967384,"04/01/2016"
"1","(60,Inf]",1241.15700006485,"04/01/2016"
"0","(18,30]",6430.97900009155,"05/01/2016"
"0","(30,45]",18055.2310006618,"05/01/2016"
"0","(45,60]",8900.01099944115,"05/01/2016"
"0","(60,Inf]",3031.37200021744,"05/01/2016"
"1","(18,30]",1205.42799973488,"05/01/2016"
"1","(30,45]",22058.2919998169,"05/01/2016"
"1","(45,60]",11314.2560005188,"05/01/2016"
"1","(60,Inf]",3313.67300009727,"05/01/2016"
"0","(0,18]",526.017000198364,"07/01/2016"
"0","(18,30]",2263.63300013542,"07/01/2016"
"0","(30,45]",9153.38400006294,"07/01/2016"
"0","(45,60]",6080.42999958992,"07/01/2016"
"1","(18,30]",1198.44600009918,"07/01/2016"
"1","(30,45]",5521.08700013161,"07/01/2016"
"1","(45,60]",541.572999954224,"07/01/2016"
"0","(0,18]",370.483000040054,"08/01/2016"
"0","(18,30]",17920.4889996052,"08/01/2016"
"0","(30,45]",37576.9520013332,"08/01/2016"
"0","(45,60]",40421.2820007801,"08/01/2016"
"0","(60,Inf]",8392.86500000954,"08/01/2016"
"1","(18,30]",3517.62700009346,"08/01/2016"
"1","(30,45]",15817.5990004539,"08/01/2016"
"1","(45,60]",13512.3630001545,"08/01/2016"
"1","(60,Inf]",305.700000047684,"08/01/2016"
"0","(18,30]",6656.01700019836,"09/01/2016"
"0","(30,45]",16456.1599998474,"09/01/2016"
"0","(45,60]",3833.03299975395,"09/01/2016"
"0","(60,Inf]",6923.24699950218,"09/01/2016"
