"sexo","edad","tiempo","fecha"
"1","(60,Inf]",11346.8680000305,"09/09/2015"
"0","(0,18]",7967.90700006485,"10/09/2015"
"0","(18,30]",71098.9270005226,"10/09/2015"
"0","(30,45]",210262.663000345,"10/09/2015"
"0","(45,60]",182964.306999922,"10/09/2015"
"0","(60,Inf]",111964.891998768,"10/09/2015"
"1","(18,30]",35005.9410007,"10/09/2015"
"1","(30,45]",169852.718999386,"10/09/2015"
"1","(45,60]",93558.5750014782,"10/09/2015"
"1","(60,Inf]",30366.290999651,"10/09/2015"
"0","(0,18]",13836.6070001125,"11/09/2015"
"0","(18,30]",58948.963000536,"11/09/2015"
"0","(30,45]",152908.365000248,"11/09/2015"
"0","(45,60]",110583.021000385,"11/09/2015"
"0","(60,Inf]",107509.7689991,"11/09/2015"
"1","(18,30]",21365.2430007458,"11/09/2015"
"1","(30,45]",86493.1719992161,"11/09/2015"
"1","(45,60]",79119.8919999599,"11/09/2015"
"1","(60,Inf]",10356.2790000439,"11/09/2015"
"0","(0,18]",1680.16399979591,"12/09/2015"
"0","(18,30]",225788.703999996,"12/09/2015"
"0","(30,45]",95018.4299991131,"12/09/2015"
"0","(45,60]",82624.396999836,"12/09/2015"
"0","(60,Inf]",65115.9789998531,"12/09/2015"
"1","(18,30]",20672.0559999943,"12/09/2015"
"1","(30,45]",52451.8190000057,"12/09/2015"
"1","(45,60]",105055.553999662,"12/09/2015"
"1","(60,Inf]",6242.88500022888,"12/09/2015"
"0","(18,30]",20698.9639997482,"13/09/2015"
"0","(30,45]",65737.0929992199,"13/09/2015"
"0","(45,60]",141358.698999166,"13/09/2015"
"0","(60,Inf]",44610.3649997711,"13/09/2015"
"1","(0,18]",1233.96300005913,"13/09/2015"
"1","(18,30]",10781.4289999008,"13/09/2015"
"1","(30,45]",117518.564999342,"13/09/2015"
"1","(45,60]",56559.7139987946,"13/09/2015"
"0","(0,18]",7714.02900004387,"14/09/2015"
"0","(18,30]",160857.639999151,"14/09/2015"
"0","(30,45]",169818.602999449,"14/09/2015"
"0","(45,60]",151720.0189991,"14/09/2015"
"0","(60,Inf]",150834.322999001,"14/09/2015"
"1","(0,18]",861.837000131607,"14/09/2015"
"1","(18,30]",23148.0750002861,"14/09/2015"
"1","(30,45]",161085.109000683,"14/09/2015"
"1","(45,60]",79199.2679991722,"14/09/2015"
"1","(60,Inf]",7624.85700035095,"14/09/2015"
"0","(0,18]",3467.20700025558,"15/09/2015"
"0","(18,30]",27290.0499997139,"15/09/2015"
"0","(30,45]",101103.500000238,"15/09/2015"
"0","(45,60]",44466.375,"15/09/2015"
"0","(60,Inf]",113844.404999971,"15/09/2015"
"1","(0,18]",4317.88700008392,"15/09/2015"
"1","(18,30]",8027.17100048065,"15/09/2015"
"1","(30,45]",43301.1780004501,"15/09/2015"
"1","(45,60]",17046.0970001221,"15/09/2015"
"1","(60,Inf]",3223.1779999733,"15/09/2015"
"0","(0,18]",1673.0070002079,"16/09/2015"
"0","(18,30]",60669.2819991112,"16/09/2015"
"0","(30,45]",71751.3729996681,"16/09/2015"
"0","(45,60]",104067.963001013,"16/09/2015"
"0","(60,Inf]",36230.9330005646,"16/09/2015"
"1","(0,18]",2520.10000014305,"16/09/2015"
"1","(18,30]",9665.73000001907,"16/09/2015"
"1","(30,45]",48458.8140003681,"16/09/2015"
"1","(45,60]",28813.6440000534,"16/09/2015"
"1","(60,Inf]",2077.31100010872,"16/09/2015"
"0","(0,18]",2382.07299995422,"17/09/2015"
"0","(18,30]",77666.0540010929,"17/09/2015"
"0","(30,45]",308851.455998659,"17/09/2015"
"0","(45,60]",218478.859998703,"17/09/2015"
"0","(60,Inf]",137271.827999592,"17/09/2015"
"1","(18,30]",38223.8689990044,"17/09/2015"
"1","(30,45]",122265.243999004,"17/09/2015"
"1","(45,60]",116012.849999666,"17/09/2015"
"1","(60,Inf]",12094.4979999065,"17/09/2015"
"0","(0,18]",1803.12600016594,"18/09/2015"
"0","(18,30]",395847.83699894,"18/09/2015"
"0","(30,45]",131348.823000669,"18/09/2015"
"0","(45,60]",192648.79500103,"18/09/2015"
"0","(60,Inf]",138844.394998312,"18/09/2015"
"1","(18,30]",36636.4330003262,"18/09/2015"
"1","(30,45]",126358.703001976,"18/09/2015"
"1","(45,60]",83032.7319996357,"18/09/2015"
"1","(60,Inf]",15816.9909999371,"18/09/2015"
"0","(0,18]",26289.5609996319,"19/09/2015"
"0","(18,30]",57832.6579992771,"19/09/2015"
"0","(30,45]",303339.054999113,"19/09/2015"
"0","(45,60]",151409.793001175,"19/09/2015"
"0","(60,Inf]",80745.7590005398,"19/09/2015"
"1","(0,18]",3557.50600004196,"19/09/2015"
"1","(18,30]",25499.4190001488,"19/09/2015"
"1","(30,45]",68712.0540010929,"19/09/2015"
"1","(45,60]",113768.073998928,"19/09/2015"
"1","(60,Inf]",17785.4620006084,"19/09/2015"
"0","(0,18]",1340.57700014114,"20/09/2015"
"0","(18,30]",55408.5720005035,"20/09/2015"
"0","(30,45]",163804.290999889,"20/09/2015"
"0","(45,60]",212297.317999601,"20/09/2015"
"0","(60,Inf]",76486.5499989986,"20/09/2015"
"1","(18,30]",30182.8950004578,"20/09/2015"
"1","(30,45]",175363.519999266,"20/09/2015"
"1","(45,60]",147656.715000868,"20/09/2015"
"1","(60,Inf]",11613.4540002346,"20/09/2015"
"0","(0,18]",13907.0699996948,"21/09/2015"
"0","(18,30]",51446.1259996891,"21/09/2015"
"0","(30,45]",144643.682999611,"21/09/2015"
"0","(45,60]",232238.694999218,"21/09/2015"
"0","(60,Inf]",154441.379000902,"21/09/2015"
"1","(0,18]",1777.94400000572,"21/09/2015"
"1","(18,30]",34456.063999176,"21/09/2015"
"1","(30,45]",175533.935000181,"21/09/2015"
"1","(45,60]",83843.4230017662,"21/09/2015"
"1","(60,Inf]",16997.2630000114,"21/09/2015"
"0","(0,18]",1850.73600006104,"22/09/2015"
"0","(18,30]",65324.195997715,"22/09/2015"
"0","(30,45]",147681.480000734,"22/09/2015"
"0","(45,60]",141797.069999218,"22/09/2015"
"0","(60,Inf]",93084.5099978447,"22/09/2015"
"1","(0,18]",1539.77699995041,"22/09/2015"
"1","(18,30]",32619.7079997063,"22/09/2015"
"1","(30,45]",122063.720000505,"22/09/2015"
"1","(45,60]",80854.1259982586,"22/09/2015"
"1","(60,Inf]",8396.89300012589,"22/09/2015"
"0","(0,18]",4172.61599946022,"23/09/2015"
"0","(18,30]",55052.4450006485,"23/09/2015"
"0","(30,45]",158807.113002777,"23/09/2015"
"0","(45,60]",184048.928997993,"23/09/2015"
"0","(60,Inf]",117675.516000271,"23/09/2015"
"1","(0,18]",3626.24300003052,"23/09/2015"
"1","(18,30]",30186.0270006657,"23/09/2015"
"1","(30,45]",134822.882998943,"23/09/2015"
"1","(45,60]",78741.8479990959,"23/09/2015"
"1","(60,Inf]",11606.7929997444,"23/09/2015"
"0","(0,18]",19146.4169998169,"24/09/2015"
"0","(18,30]",111312.310999632,"24/09/2015"
"0","(30,45]",187180.970000505,"24/09/2015"
"0","(45,60]",248033.677000999,"24/09/2015"
"0","(60,Inf]",159559.686000109,"24/09/2015"
"1","(0,18]",2120.53399991989,"24/09/2015"
"1","(18,30]",53990.659999609,"24/09/2015"
"1","(30,45]",156481.733000278,"24/09/2015"
"1","(45,60]",103036.551999807,"24/09/2015"
"1","(60,Inf]",18719.5169999599,"24/09/2015"
"0","(0,18]",7554.54299998283,"25/09/2015"
"0","(18,30]",246183.388998985,"25/09/2015"
"0","(30,45]",159110.166998625,"25/09/2015"
"0","(45,60]",174010.145999908,"25/09/2015"
"0","(60,Inf]",149477.544999599,"25/09/2015"
"1","(18,30]",77523.5629987717,"25/09/2015"
"1","(30,45]",191219.718999863,"25/09/2015"
"1","(45,60]",116711.095999718,"25/09/2015"
"1","(60,Inf]",17926.6539998055,"25/09/2015"
"0","(0,18]",14377.3370001316,"26/09/2015"
"0","(18,30]",39706.443999052,"26/09/2015"
"0","(30,45]",118066.421000004,"26/09/2015"
"0","(45,60]",136980.225999117,"26/09/2015"
"0","(60,Inf]",104335.883999825,"26/09/2015"
"1","(0,18]",2456.21300005913,"26/09/2015"
"1","(18,30]",49606.8259999752,"26/09/2015"
"1","(30,45]",136917.23699975,"26/09/2015"
"1","(45,60]",125547.413999557,"26/09/2015"
"1","(60,Inf]",14763.7100000381,"26/09/2015"
"0","(0,18]",6737.45000004768,"27/09/2015"
"0","(18,30]",63923.8479993343,"27/09/2015"
"0","(30,45]",174579.149998903,"27/09/2015"
"0","(45,60]",135103.44599843,"27/09/2015"
"0","(60,Inf]",101531.13699913,"27/09/2015"
"1","(0,18]",3344.89299988747,"27/09/2015"
"1","(18,30]",31343.8370006084,"27/09/2015"
"1","(30,45]",193773.690999031,"27/09/2015"
"1","(45,60]",141914.549999952,"27/09/2015"
"1","(60,Inf]",10820.8959999084,"27/09/2015"
"0","(0,18]",3070.01400017738,"28/09/2015"
"0","(18,30]",64701.6500024796,"28/09/2015"
"0","(30,45]",189024.927001953,"28/09/2015"
"0","(45,60]",297922.939999342,"28/09/2015"
"0","(60,Inf]",135006.959999323,"28/09/2015"
"1","(18,30]",123852.56400013,"28/09/2015"
"1","(30,45]",159141.602999687,"28/09/2015"
"1","(45,60]",147670.794001102,"28/09/2015"
"1","(60,Inf]",21616.6329996586,"28/09/2015"
"0","(0,18]",12888.0940001011,"29/09/2015"
"0","(18,30]",99223.1270000935,"29/09/2015"
"0","(30,45]",176967.096997738,"29/09/2015"
"0","(45,60]",218150.068000793,"29/09/2015"
"0","(60,Inf]",105458.65199852,"29/09/2015"
"1","(0,18]",1166.0039999485,"29/09/2015"
"1","(18,30]",68488.9050009251,"29/09/2015"
"1","(30,45]",155485.123000383,"29/09/2015"
"1","(45,60]",102670.780999184,"29/09/2015"
"1","(60,Inf]",11346.960000515,"29/09/2015"
"0","(0,18]",13705.4809999466,"30/09/2015"
"0","(18,30]",67123.3050014973,"30/09/2015"
"0","(30,45]",217945.133001089,"30/09/2015"
"0","(45,60]",324751.072998524,"30/09/2015"
"0","(60,Inf]",127829.710000515,"30/09/2015"
"1","(0,18]",810.30999994278,"30/09/2015"
"1","(18,30]",67478.4249987602,"30/09/2015"
"1","(30,45]",139002.404000998,"30/09/2015"
"1","(45,60]",141001.205999136,"30/09/2015"
"1","(60,Inf]",13737.3849999905,"30/09/2015"
"0","(0,18]",1018.01600003242,"01/10/2015"
"0","(18,30]",75000.7409989834,"01/10/2015"
"0","(30,45]",214623.302998543,"01/10/2015"
"0","(45,60]",186994.651000738,"01/10/2015"
"0","(60,Inf]",155454.421998739,"01/10/2015"
"1","(0,18]",1147.97800016403,"01/10/2015"
"1","(18,30]",99375.2180008888,"01/10/2015"
"1","(30,45]",139186.840000391,"01/10/2015"
"1","(45,60]",84828.0390000343,"01/10/2015"
"1","(60,Inf]",23864.5260000229,"01/10/2015"
"0","(0,18]",24207.4429998398,"02/10/2015"
"0","(18,30]",76677.0610001087,"02/10/2015"
"0","(30,45]",159217.287999153,"02/10/2015"
"0","(45,60]",164590.273999214,"02/10/2015"
"0","(60,Inf]",101959.560999632,"02/10/2015"
"1","(18,30]",57126.9079988003,"02/10/2015"
"1","(30,45]",178593.291999578,"02/10/2015"
"1","(45,60]",188688.651998997,"02/10/2015"
"1","(60,Inf]",15787.9340000153,"02/10/2015"
"0","(0,18]",10675.1349999905,"03/10/2015"
"0","(18,30]",48231.9300003052,"03/10/2015"
"0","(30,45]",105498.159997225,"03/10/2015"
"0","(45,60]",180760.39700079,"03/10/2015"
"0","(60,Inf]",85234.9969987869,"03/10/2015"
"1","(18,30]",16530.3440005779,"03/10/2015"
"1","(30,45]",157580.096000671,"03/10/2015"
"1","(45,60]",75273.071000576,"03/10/2015"
"1","(60,Inf]",9261.44400024414,"03/10/2015"
"0","(0,18]",12842.4099998474,"04/10/2015"
"0","(18,30]",57215.1180012226,"04/10/2015"
"0","(30,45]",87811.8160011768,"04/10/2015"
"0","(45,60]",74706.7100000381,"04/10/2015"
"0","(60,Inf]",51822.1909990311,"04/10/2015"
"1","(18,30]",30330.9519996643,"04/10/2015"
"1","(30,45]",210324.39800024,"04/10/2015"
"1","(45,60]",79953.643999815,"04/10/2015"
"1","(60,Inf]",5249.39400029182,"04/10/2015"
"0","(0,18]",1165.19000005722,"05/10/2015"
"0","(18,30]",36011.7279996872,"05/10/2015"
"0","(30,45]",124886.653000355,"05/10/2015"
"0","(45,60]",74583.2060003281,"05/10/2015"
"0","(60,Inf]",32840.4030001163,"05/10/2015"
"1","(18,30]",52317.8149998188,"05/10/2015"
"1","(30,45]",65710.5070009232,"05/10/2015"
"1","(45,60]",33396.9620001316,"05/10/2015"
"1","(60,Inf]",4929.78600049019,"05/10/2015"
"0","(0,18]",1092.4430000782,"06/10/2015"
"0","(18,30]",56767.898999691,"06/10/2015"
"0","(30,45]",192073.488001108,"06/10/2015"
"0","(45,60]",137522.781001091,"06/10/2015"
"0","(60,Inf]",56228.2839992046,"06/10/2015"
"1","(18,30]",24984.2780001163,"06/10/2015"
"1","(30,45]",96727.3300004005,"06/10/2015"
"1","(45,60]",89563.3179991245,"06/10/2015"
"1","(60,Inf]",12310.1370000839,"06/10/2015"
"0","(0,18]",1655.72000026703,"07/10/2015"
"0","(18,30]",63569.1330006123,"07/10/2015"
"0","(30,45]",173292.848001242,"07/10/2015"
"0","(45,60]",147390.283999205,"07/10/2015"
"0","(60,Inf]",120526.832000494,"07/10/2015"
"1","(0,18]",15.7170000076294,"07/10/2015"
"1","(18,30]",62669.5019989014,"07/10/2015"
"1","(30,45]",143636.070999146,"07/10/2015"
"1","(45,60]",116448.872000217,"07/10/2015"
"1","(60,Inf]",13491.6679999828,"07/10/2015"
"0","(0,18]",3286.36699986458,"08/10/2015"
"0","(18,30]",107688.011000872,"08/10/2015"
"0","(30,45]",282234.023002386,"08/10/2015"
"0","(45,60]",191528.51300168,"08/10/2015"
"0","(60,Inf]",112777.970000029,"08/10/2015"
"1","(0,18]",1516.61599993706,"08/10/2015"
"1","(18,30]",90256.0670015812,"08/10/2015"
"1","(30,45]",157793.868001938,"08/10/2015"
"1","(45,60]",109007.060000658,"08/10/2015"
"1","(60,Inf]",7519.63400006294,"08/10/2015"
"0","(0,18]",5154.85400009155,"09/10/2015"
"0","(18,30]",57464.3240001202,"09/10/2015"
"0","(30,45]",162926.345002651,"09/10/2015"
"0","(45,60]",204930.99799943,"09/10/2015"
"0","(60,Inf]",151151.313999653,"09/10/2015"
"1","(18,30]",41617.4239997864,"09/10/2015"
"1","(30,45]",132576.606000185,"09/10/2015"
"1","(45,60]",98229.5690023899,"09/10/2015"
"1","(60,Inf]",11020.1129999161,"09/10/2015"
"0","(0,18]",10040.3210000992,"10/10/2015"
"0","(18,30]",32945.0600001812,"10/10/2015"
"0","(30,45]",96260.0100011826,"10/10/2015"
"0","(45,60]",44977.661000967,"10/10/2015"
"0","(60,Inf]",67112.6490006447,"10/10/2015"
"1","(18,30]",8448.9339993,"10/10/2015"
"1","(30,45]",36269.0700004101,"10/10/2015"
"1","(45,60]",43399.2089998722,"10/10/2015"
"1","(60,Inf]",1131.37399983406,"10/10/2015"
"0","(0,18]",13673.7599999905,"11/10/2015"
"0","(18,30]",31551.9569993019,"11/10/2015"
"0","(30,45]",71179.0069992542,"11/10/2015"
"0","(45,60]",36629.8170001507,"11/10/2015"
"0","(60,Inf]",72921.0629999638,"11/10/2015"
"1","(18,30]",34656.8330001831,"11/10/2015"
"1","(30,45]",25724.6670002937,"11/10/2015"
"1","(45,60]",41376.27099967,"11/10/2015"
"1","(60,Inf]",3819.77899980545,"11/10/2015"
"0","(0,18]",16580.5429999828,"12/10/2015"
"0","(18,30]",42639.8550004959,"12/10/2015"
"0","(30,45]",117659.347001314,"12/10/2015"
"0","(45,60]",101783.698000669,"12/10/2015"
"0","(60,Inf]",70145.1720004082,"12/10/2015"
"1","(18,30]",54320.7840006351,"12/10/2015"
"1","(30,45]",109639.756000042,"12/10/2015"
"1","(45,60]",85729.6180000305,"12/10/2015"
"1","(60,Inf]",13490.6979999542,"12/10/2015"
"0","(0,18]",2633.76599979401,"13/10/2015"
"0","(18,30]",82714.5230002403,"13/10/2015"
"0","(30,45]",177126.514000893,"13/10/2015"
"0","(45,60]",243224.562000036,"13/10/2015"
"0","(60,Inf]",111984.921999216,"13/10/2015"
"1","(0,18]",653.822999954224,"13/10/2015"
"1","(18,30]",47375.7930006981,"13/10/2015"
"1","(30,45]",214336.155998945,"13/10/2015"
"1","(45,60]",95171.5369999409,"13/10/2015"
"1","(60,Inf]",11243.9260005951,"13/10/2015"
"0","(0,18]",22749.4260001183,"14/10/2015"
"0","(18,30]",74061.8329992294,"14/10/2015"
"0","(30,45]",221164.502999067,"14/10/2015"
"0","(45,60]",214629.755000114,"14/10/2015"
"0","(60,Inf]",122716.386998892,"14/10/2015"
"1","(0,18]",1035.90700006485,"14/10/2015"
"1","(18,30]",67738.3070008755,"14/10/2015"
"1","(30,45]",172396.514000416,"14/10/2015"
"1","(45,60]",125002.503999949,"14/10/2015"
"1","(60,Inf]",20107.8090000153,"14/10/2015"
"0","(0,18]",5708.15300011635,"15/10/2015"
"0","(18,30]",74193.510999918,"15/10/2015"
"0","(30,45]",199117.141000986,"15/10/2015"
"0","(45,60]",196735.71200037,"15/10/2015"
"0","(60,Inf]",121368.674998522,"15/10/2015"
"1","(0,18]",1801.98599982262,"15/10/2015"
"1","(18,30]",48503.9960012436,"15/10/2015"
"1","(30,45]",232803.745998859,"15/10/2015"
"1","(45,60]",86898.9570012093,"15/10/2015"
"1","(60,Inf]",15723.2749991417,"15/10/2015"
"0","(0,18]",9725.77000021935,"16/10/2015"
"0","(18,30]",96336.0409994125,"16/10/2015"
"0","(30,45]",154315.016000748,"16/10/2015"
"0","(45,60]",143022.548001289,"16/10/2015"
"0","(60,Inf]",92448.3520007133,"16/10/2015"
"1","(18,30]",93909.012999773,"16/10/2015"
"1","(30,45]",106250.425997734,"16/10/2015"
"1","(45,60]",63362.6050000191,"16/10/2015"
"1","(60,Inf]",11850.3509998322,"16/10/2015"
"0","(0,18]",45874.0640003681,"17/10/2015"
"0","(18,30]",20595.9279975891,"17/10/2015"
"0","(30,45]",76021.4569990635,"17/10/2015"
"0","(45,60]",89133.6820003986,"17/10/2015"
"0","(60,Inf]",71448.9409997463,"17/10/2015"
"1","(18,30]",106317.868999481,"17/10/2015"
"1","(30,45]",86206.8310008049,"17/10/2015"
"1","(45,60]",65833.013999939,"17/10/2015"
"1","(60,Inf]",8583.16999959946,"17/10/2015"
"0","(0,18]",20675.0360000134,"18/10/2015"
"0","(18,30]",18758.9119997025,"18/10/2015"
"0","(30,45]",117232.983999014,"18/10/2015"
"0","(45,60]",103701.767000437,"18/10/2015"
"0","(60,Inf]",148222.864999533,"18/10/2015"
"1","(18,30]",32924.4570000172,"18/10/2015"
"1","(30,45]",66258.8180007935,"18/10/2015"
"1","(45,60]",68199.7969996929,"18/10/2015"
"1","(60,Inf]",12146.2379996777,"18/10/2015"
"0","(0,18]",4240.47900009155,"19/10/2015"
"0","(18,30]",14913.1699995995,"19/10/2015"
"0","(30,45]",24381.5849995613,"19/10/2015"
"0","(45,60]",10159.8959989548,"19/10/2015"
"0","(60,Inf]",2565.36999988556,"19/10/2015"
"1","(18,30]",6321.20300006866,"19/10/2015"
"1","(30,45]",6521.27599954605,"19/10/2015"
"1","(45,60]",13301.7880001068,"19/10/2015"
"1","(60,Inf]",36979.1700003147,"19/10/2015"
"0","(0,18]",1396.29099988937,"20/10/2015"
"0","(18,30]",55554.2139999866,"20/10/2015"
"0","(30,45]",225876.888002157,"20/10/2015"
"0","(45,60]",164089.61899972,"20/10/2015"
"0","(60,Inf]",127975.626000643,"20/10/2015"
"1","(18,30]",131500.417000532,"20/10/2015"
"1","(30,45]",112117.914000273,"20/10/2015"
"1","(45,60]",79086.5429985523,"20/10/2015"
"1","(60,Inf]",13265.9379997253,"20/10/2015"
"0","(0,18]",8276.29299974442,"21/10/2015"
"0","(18,30]",58788.1659984589,"21/10/2015"
"0","(30,45]",174504.783000469,"21/10/2015"
"0","(45,60]",148874.76999855,"21/10/2015"
"0","(60,Inf]",138365.703999043,"21/10/2015"
"1","(18,30]",98073.883998394,"21/10/2015"
"1","(30,45]",154179.38499999,"21/10/2015"
"1","(45,60]",147838.96300149,"21/10/2015"
"1","(60,Inf]",16606.3329999447,"21/10/2015"
"0","(0,18]",63625.890999794,"22/10/2015"
"0","(18,30]",75181.8660001755,"22/10/2015"
"0","(30,45]",208405.726000071,"22/10/2015"
"0","(45,60]",216799.280998468,"22/10/2015"
"0","(60,Inf]",151366.837998867,"22/10/2015"
"1","(0,18]",626.876000165939,"22/10/2015"
"1","(18,30]",37688.6570005417,"22/10/2015"
"1","(30,45]",175953.234999418,"22/10/2015"
"1","(45,60]",113643.008999825,"22/10/2015"
"1","(60,Inf]",10426.0700004101,"22/10/2015"
"0","(0,18]",65128.5469996929,"23/10/2015"
"0","(18,30]",54148.3870010376,"23/10/2015"
"0","(30,45]",239411.674999475,"23/10/2015"
"0","(45,60]",182290.283000231,"23/10/2015"
"0","(60,Inf]",109422.032998323,"23/10/2015"
"1","(0,18]",2123.21700000763,"23/10/2015"
"1","(18,30]",32004.7959988117,"23/10/2015"
"1","(30,45]",144846.734999657,"23/10/2015"
"1","(45,60]",102382.762000561,"23/10/2015"
"1","(60,Inf]",33431.2430002689,"23/10/2015"
"0","(0,18]",5316.95399975777,"24/10/2015"
"0","(18,30]",28822.2139997482,"24/10/2015"
"0","(30,45]",72601.3469991684,"24/10/2015"
"0","(45,60]",55491.0600001812,"24/10/2015"
"0","(60,Inf]",72579.7139995098,"24/10/2015"
"1","(18,30]",10586.0160000324,"24/10/2015"
"1","(30,45]",62260.7660000324,"24/10/2015"
"1","(45,60]",34148.7860000134,"24/10/2015"
"1","(60,Inf]",793.312999725342,"24/10/2015"
"0","(0,18]",23924.3350002766,"25/10/2015"
"0","(18,30]",59662.7210001945,"25/10/2015"
"0","(30,45]",149050.444999933,"25/10/2015"
"0","(45,60]",160570.448999643,"25/10/2015"
"0","(60,Inf]",156652.484999418,"25/10/2015"
"1","(0,18]",97.2400000095367,"25/10/2015"
"1","(18,30]",64152.4619989395,"25/10/2015"
"1","(30,45]",104786.600999355,"25/10/2015"
"1","(45,60]",123200.067000628,"25/10/2015"
"1","(60,Inf]",20468.0300006866,"25/10/2015"
"0","(0,18]",2861.75900006294,"26/10/2015"
"0","(18,30]",33395.9520008564,"26/10/2015"
"0","(30,45]",112752.402999163,"26/10/2015"
"0","(45,60]",74667.7199990749,"26/10/2015"
"0","(60,Inf]",69168.0650005341,"26/10/2015"
"1","(18,30]",15214.5499992371,"26/10/2015"
"1","(30,45]",37053.0199997425,"26/10/2015"
"1","(45,60]",66058.6710002422,"26/10/2015"
"1","(60,Inf]",2695.80099964142,"26/10/2015"
"0","(0,18]",2266.36499977112,"27/10/2015"
"0","(18,30]",43244.5899999142,"27/10/2015"
"0","(30,45]",98892.1189992428,"27/10/2015"
"0","(45,60]",83547.0690016747,"27/10/2015"
"0","(60,Inf]",66926.9730007648,"27/10/2015"
"1","(18,30]",21019.9960005283,"27/10/2015"
"1","(30,45]",64854.0539996624,"27/10/2015"
"1","(45,60]",58156.1020004749,"27/10/2015"
"1","(60,Inf]",12011.5380001068,"27/10/2015"
"0","(0,18]",1254.81699991226,"28/10/2015"
"0","(18,30]",38295.8910002708,"28/10/2015"
"0","(30,45]",131428.364999056,"28/10/2015"
"0","(45,60]",212471.993997097,"28/10/2015"
"0","(60,Inf]",49501.3070011139,"28/10/2015"
"1","(18,30]",14862.2960011959,"28/10/2015"
"1","(30,45]",62623.4170000553,"28/10/2015"
"1","(45,60]",93000.9919986725,"28/10/2015"
"1","(60,Inf]",14725.7980003357,"28/10/2015"
"0","(0,18]",3459.96600031853,"29/10/2015"
"0","(18,30]",34614.4179992676,"29/10/2015"
"0","(30,45]",114620.275000334,"29/10/2015"
"0","(45,60]",83701.428999424,"29/10/2015"
"0","(60,Inf]",53379.9800000191,"29/10/2015"
"1","(18,30]",21214.414999485,"29/10/2015"
"1","(30,45]",70945.1439995766,"29/10/2015"
"1","(45,60]",34405.332000494,"29/10/2015"
"1","(60,Inf]",15630.5969998837,"29/10/2015"
"0","(0,18]",21259.1089999676,"30/10/2015"
"0","(18,30]",34757.4139993191,"30/10/2015"
"0","(30,45]",139655.112001181,"30/10/2015"
"0","(45,60]",140154.732999563,"30/10/2015"
"0","(60,Inf]",70344.0989999771,"30/10/2015"
"1","(18,30]",32858.8970000744,"30/10/2015"
"1","(30,45]",113483.093000174,"30/10/2015"
"1","(45,60]",74900.0249989033,"30/10/2015"
"1","(60,Inf]",12711.5989997387,"30/10/2015"
"0","(0,18]",40197.9630000591,"31/10/2015"
"0","(18,30]",35367.4819993973,"31/10/2015"
"0","(30,45]",77252.1920001507,"31/10/2015"
"0","(45,60]",76048.7950007915,"31/10/2015"
"0","(60,Inf]",62809.2890002728,"31/10/2015"
"1","(0,18]",4833.39699983597,"31/10/2015"
"1","(18,30]",16478.4360003471,"31/10/2015"
"1","(30,45]",50110.8409996033,"31/10/2015"
"1","(45,60]",76911.6260001659,"31/10/2015"
"1","(60,Inf]",13891.7379994392,"31/10/2015"
"0","(0,18]",31701.6929998398,"01/11/2015"
"0","(18,30]",32430.1019999981,"01/11/2015"
"0","(30,45]",92114.4600007534,"01/11/2015"
"0","(45,60]",100940.213000536,"01/11/2015"
"0","(60,Inf]",146649.663000822,"01/11/2015"
"1","(18,30]",19118.8600003719,"01/11/2015"
"1","(30,45]",59872.1760001183,"01/11/2015"
"1","(45,60]",97310.5829997063,"01/11/2015"
"1","(60,Inf]",22336.4690001011,"01/11/2015"
"0","(0,18]",31136.6499998569,"02/11/2015"
"0","(18,30]",59131.8980002403,"02/11/2015"
"0","(30,45]",161525.794000626,"02/11/2015"
"0","(45,60]",139467.589999199,"02/11/2015"
"0","(60,Inf]",77649.7790005207,"02/11/2015"
"1","(18,30]",43757.6169993877,"02/11/2015"
"1","(30,45]",139507.824997902,"02/11/2015"
"1","(45,60]",117791.023000479,"02/11/2015"
"1","(60,Inf]",10124.0150001049,"02/11/2015"
"0","(0,18]",4394.15000033379,"03/11/2015"
"0","(18,30]",63176.4800007343,"03/11/2015"
"0","(30,45]",198351.058001757,"03/11/2015"
"0","(45,60]",137680.869000435,"03/11/2015"
"0","(60,Inf]",74474.3149991035,"03/11/2015"
"1","(18,30]",46485.7799990177,"03/11/2015"
"1","(30,45]",88845.8019981384,"03/11/2015"
"1","(45,60]",62381.199000597,"03/11/2015"
"1","(60,Inf]",4848.49799966812,"03/11/2015"
"0","(0,18]",6568.91899991035,"04/11/2015"
"0","(18,30]",95545.016998291,"04/11/2015"
"0","(30,45]",98939.7760000229,"04/11/2015"
"0","(45,60]",114305.57599926,"04/11/2015"
"0","(60,Inf]",108574.66399765,"04/11/2015"
"1","(18,30]",31580.7690007687,"04/11/2015"
"1","(30,45]",91727.4619970322,"04/11/2015"
"1","(45,60]",70319.7710001469,"04/11/2015"
"1","(60,Inf]",3339.99300003052,"04/11/2015"
"0","(0,18]",1690.70399999619,"05/11/2015"
"0","(18,30]",41807.2250006199,"05/11/2015"
"0","(30,45]",130489.958998919,"05/11/2015"
"0","(45,60]",157841.865999937,"05/11/2015"
"0","(60,Inf]",93832.0070016384,"05/11/2015"
"1","(18,30]",33814.2830002308,"05/11/2015"
"1","(30,45]",89442.9390003681,"05/11/2015"
"1","(45,60]",60549.0209999084,"05/11/2015"
"1","(60,Inf]",5795.36900019646,"05/11/2015"
"0","(0,18]",44317.486000061,"06/11/2015"
"0","(18,30]",57616.132999897,"06/11/2015"
