"edad","tiempo","fecha"
"(45,60]",308188.628996849,"11/11/2015"
"(60,Inf]",105467.821999311,"11/11/2015"
"(0,18]",6924.12000012398,"12/11/2015"
"(18,30]",158977.464998007,"12/11/2015"
"(30,45]",326171.599997282,"12/11/2015"
"(45,60]",383255.854998827,"12/11/2015"
"(60,Inf]",169752.221000671,"12/11/2015"
"(0,18]",56447.8979997635,"13/11/2015"
"(18,30]",80904.6770014763,"13/11/2015"
"(30,45]",296925.14999938,"13/11/2015"
"(45,60]",288262.249998808,"13/11/2015"
"(60,Inf]",108606.792000532,"13/11/2015"
"(0,18]",15201.5150001049,"14/11/2015"
"(18,30]",65065.0019979477,"14/11/2015"
"(30,45]",238234.302001238,"14/11/2015"
"(45,60]",271663.871999502,"14/11/2015"
"(60,Inf]",108694.703000069,"14/11/2015"
"(0,18]",9300.92600011826,"15/11/2015"
"(18,30]",54432.3159990311,"15/11/2015"
"(30,45]",231196.366998911,"15/11/2015"
"(45,60]",253936.78799963,"15/11/2015"
"(60,Inf]",92187.3589999676,"15/11/2015"
"(0,18]",12187.3230001926,"16/11/2015"
"(18,30]",82904.8369977474,"16/11/2015"
"(30,45]",280655.303997993,"16/11/2015"
"(45,60]",266754.176999569,"16/11/2015"
"(60,Inf]",123011.136998892,"16/11/2015"
"(0,18]",2092.09699988365,"17/11/2015"
"(18,30]",93343.3340005875,"17/11/2015"
"(30,45]",234738.613997698,"17/11/2015"
"(45,60]",210620.513998985,"17/11/2015"
"(60,Inf]",112520.14099884,"17/11/2015"
"(0,18]",3187.64600014687,"18/11/2015"
"(18,30]",114090.805000067,"18/11/2015"
"(30,45]",276130.321000338,"18/11/2015"
"(45,60]",254188.782998562,"18/11/2015"
"(60,Inf]",99052.9439988136,"18/11/2015"
"(0,18]",487.867000102997,"19/11/2015"
"(18,30]",65977.4770011902,"19/11/2015"
"(30,45]",290572.100999832,"19/11/2015"
"(45,60]",339239.955999613,"19/11/2015"
"(60,Inf]",132924.937998772,"19/11/2015"
"(0,18]",16845.3930001259,"20/11/2015"
"(18,30]",62044.5810008049,"20/11/2015"
"(30,45]",245592.188001871,"20/11/2015"
"(45,60]",202999.638998508,"20/11/2015"
"(60,Inf]",108716.038000822,"20/11/2015"
"(0,18]",5587.69600009918,"21/11/2015"
"(18,30]",82893.1149995327,"21/11/2015"
"(30,45]",120273.341999769,"21/11/2015"
"(45,60]",125309.579999685,"21/11/2015"
"(60,Inf]",17441.4659998417,"21/11/2015"
"(18,30]",10660.5919995308,"22/11/2015"
"(30,45]",25142.2009997368,"22/11/2015"
"(45,60]",83920.0090007782,"22/11/2015"
"(60,Inf]",27482.1929996014,"22/11/2015"
"(18,30]",67662.3840000629,"23/11/2015"
"(30,45]",200670.620000601,"23/11/2015"
"(45,60]",221879.36900115,"23/11/2015"
"(60,Inf]",111868.13299942,"23/11/2015"
"(0,18]",12543.8039999008,"24/11/2015"
"(18,30]",30807.1679997444,"24/11/2015"
"(30,45]",117630.509999752,"24/11/2015"
"(45,60]",83754.9719996452,"24/11/2015"
"(60,Inf]",41236.0180003643,"24/11/2015"
"(18,30]",82353.4060001373,"25/11/2015"
"(30,45]",214750.924001217,"25/11/2015"
"(45,60]",219809.590000868,"25/11/2015"
"(60,Inf]",90120.3719985485,"25/11/2015"
"(18,30]",78193.3060002327,"26/11/2015"
"(30,45]",144448.173003674,"26/11/2015"
"(45,60]",177480.025000095,"26/11/2015"
"(60,Inf]",32627.117000103,"26/11/2015"
"(0,18]",23079.1010000706,"27/11/2015"
"(18,30]",39439.6380004883,"27/11/2015"
"(30,45]",269288.576999664,"27/11/2015"
"(45,60]",228000.452001572,"27/11/2015"
"(60,Inf]",149079.663999319,"27/11/2015"
"(0,18]",41874.4579999447,"28/11/2015"
"(18,30]",36390.8720002174,"28/11/2015"
"(30,45]",177264.053002357,"28/11/2015"
"(45,60]",141512.811000109,"28/11/2015"
"(60,Inf]",79463.5070002079,"28/11/2015"
"(0,18]",16349.9290001392,"29/11/2015"
"(18,30]",35476.0059998035,"29/11/2015"
"(30,45]",127402.82400012,"29/11/2015"
"(45,60]",168249.948000669,"29/11/2015"
"(60,Inf]",69878.1130001545,"29/11/2015"
"(0,18]",1155.4929997921,"30/11/2015"
"(18,30]",58176.1779990196,"30/11/2015"
"(30,45]",284948.122998238,"30/11/2015"
"(45,60]",215347.826001167,"30/11/2015"
"(60,Inf]",107145.321000576,"30/11/2015"
"(0,18]",1101.54999995232,"01/12/2015"
"(18,30]",90729.1980004311,"01/12/2015"
"(30,45]",338889.040001392,"01/12/2015"
"(45,60]",285586.762000561,"01/12/2015"
"(60,Inf]",82885.2820003033,"01/12/2015"
"(0,18]",3017.37299990654,"02/12/2015"
"(18,30]",62747.6560006142,"02/12/2015"
"(30,45]",357202.082001209,"02/12/2015"
"(45,60]",323501.171001673,"02/12/2015"
"(60,Inf]",94262.3419985771,"02/12/2015"
"(0,18]",1219.91899991035,"03/12/2015"
"(18,30]",57498.0370001793,"03/12/2015"
"(30,45]",219248.006999493,"03/12/2015"
"(45,60]",193647.091001272,"03/12/2015"
"(60,Inf]",92057.694000721,"03/12/2015"
"(0,18]",969.94000005722,"04/12/2015"
"(18,30]",56094.6279995441,"04/12/2015"
"(30,45]",294775.466001511,"04/12/2015"
"(45,60]",258536.622002125,"04/12/2015"
"(60,Inf]",96920.5659999847,"04/12/2015"
"(0,18]",512030.790999889,"05/12/2015"
"(18,30]",44454.2430005074,"05/12/2015"
"(30,45]",315785.821998835,"05/12/2015"
"(45,60]",152421.830998898,"05/12/2015"
"(60,Inf]",93490.7449994087,"05/12/2015"
"(0,18]",4857.13000011444,"06/12/2015"
"(18,30]",88570.7510008812,"06/12/2015"
"(30,45]",266502.632999659,"06/12/2015"
"(45,60]",135419.212998629,"06/12/2015"
"(60,Inf]",85335.984000206,"06/12/2015"
"(0,18]",598.509999990463,"07/12/2015"
"(18,30]",34078.3620004654,"07/12/2015"
"(30,45]",198669.22700119,"07/12/2015"
"(45,60]",136703.473999739,"07/12/2015"
"(60,Inf]",55310.262999773,"07/12/2015"
"(0,18]",668.142999887466,"08/12/2015"
"(18,30]",65614.8760006428,"08/12/2015"
"(30,45]",303545.017998457,"08/12/2015"
"(45,60]",181486.687001228,"08/12/2015"
"(60,Inf]",68137.9329998493,"08/12/2015"
"(18,30]",116175.476000071,"09/12/2015"
"(30,45]",470971.636002541,"09/12/2015"
"(45,60]",328674.186000586,"09/12/2015"
"(60,Inf]",95235.0980000496,"09/12/2015"
"(0,18]",624.822999954224,"10/12/2015"
"(18,30]",101894.339999437,"10/12/2015"
"(30,45]",266071.55100131,"10/12/2015"
"(45,60]",248159.066000462,"10/12/2015"
"(60,Inf]",74956.6169993877,"10/12/2015"
"(18,30]",85603.3849990368,"11/12/2015"
"(30,45]",250245.94999814,"11/12/2015"
"(45,60]",303783.07500267,"11/12/2015"
"(60,Inf]",94477.6180002689,"11/12/2015"
"(18,30]",73834.3280005455,"12/12/2015"
"(30,45]",127562.90700078,"12/12/2015"
"(45,60]",200262.343001127,"12/12/2015"
"(60,Inf]",48049.6609997749,"12/12/2015"
"(0,18]",573.763000011444,"13/12/2015"
"(18,30]",120386.552000523,"13/12/2015"
"(30,45]",144268.551002502,"13/12/2015"
"(45,60]",237903.775000572,"13/12/2015"
"(60,Inf]",59102.0590002537,"13/12/2015"
"(18,30]",105852.108000278,"14/12/2015"
"(30,45]",142723.675000668,"14/12/2015"
"(45,60]",92513.626999855,"14/12/2015"
"(60,Inf]",25615.4680001736,"14/12/2015"
"(0,18]",1588.65700006485,"15/12/2015"
"(18,30]",83790.0080010891,"15/12/2015"
"(30,45]",205365.959997654,"15/12/2015"
"(45,60]",235680.127999783,"15/12/2015"
"(60,Inf]",102152.332000017,"15/12/2015"
"(0,18]",2005.21000003815,"16/12/2015"
"(18,30]",73886.3109998703,"16/12/2015"
"(30,45]",253460.844002247,"16/12/2015"
"(45,60]",267451.592001915,"16/12/2015"
"(60,Inf]",86113.6530003548,"16/12/2015"
"(0,18]",2272.75,"17/12/2015"
"(18,30]",52765.1719994545,"17/12/2015"
"(30,45]",151758.205001831,"17/12/2015"
"(45,60]",130639.878000259,"17/12/2015"
"(60,Inf]",58268.7920000553,"17/12/2015"
"(0,18]",13155.3629999161,"18/12/2015"
"(18,30]",57241.7159993649,"18/12/2015"
"(30,45]",170146.406999111,"18/12/2015"
"(45,60]",175773.145999908,"18/12/2015"
"(60,Inf]",88636.7419984341,"18/12/2015"
"(0,18]",550.732999801636,"19/12/2015"
"(18,30]",33380.4890007973,"19/12/2015"
"(30,45]",93108.9330010414,"19/12/2015"
"(45,60]",105084.214000463,"19/12/2015"
"(60,Inf]",40445.5980000496,"19/12/2015"
"(18,30]",29029.7180008888,"20/12/2015"
"(30,45]",85949.5270016193,"20/12/2015"
"(45,60]",107379.165998459,"20/12/2015"
"(60,Inf]",68075.2730000019,"20/12/2015"
"(0,18]",609.944000005722,"21/12/2015"
"(18,30]",65226.0640006065,"21/12/2015"
"(30,45]",233540.03900075,"21/12/2015"
"(45,60]",204164.68499589,"21/12/2015"
"(60,Inf]",73455.3379993439,"21/12/2015"
"(0,18]",5061.87700009346,"22/12/2015"
"(18,30]",44563.4349992275,"22/12/2015"
"(30,45]",168641.083999634,"22/12/2015"
"(45,60]",126981.07000041,"22/12/2015"
"(60,Inf]",30770.8580000401,"22/12/2015"
"(18,30]",39024.7709999084,"23/12/2015"
"(30,45]",178023.601002455,"23/12/2015"
"(45,60]",141359.066000462,"23/12/2015"
"(60,Inf]",53428.1600005627,"23/12/2015"
"(0,18]",629.649999856949,"24/12/2015"
"(18,30]",17851.0329999924,"24/12/2015"
"(30,45]",55749.4210002422,"24/12/2015"
"(45,60]",63194.2170000076,"24/12/2015"
"(60,Inf]",33908.2780001163,"24/12/2015"
"(18,30]",45266.1960000992,"26/12/2015"
"(30,45]",147849.759999037,"26/12/2015"
"(45,60]",125457.777001381,"26/12/2015"
"(60,Inf]",76065.8910000324,"26/12/2015"
"(0,18]",3782.74000000954,"27/12/2015"
"(18,30]",54285.3390011787,"27/12/2015"
"(30,45]",174276.029998302,"27/12/2015"
"(45,60]",156521.950000048,"27/12/2015"
"(60,Inf]",69192.9499995708,"27/12/2015"
"(18,30]",68233.3679993153,"28/12/2015"
"(30,45]",60195.1420001984,"28/12/2015"
"(45,60]",36888.1209998131,"28/12/2015"
"(60,Inf]",32827.7330000401,"28/12/2015"
"(18,30]",98824.5090010166,"29/12/2015"
"(30,45]",171240.24000001,"29/12/2015"
"(45,60]",137592.206999302,"29/12/2015"
"(60,Inf]",74209.0249998569,"29/12/2015"
"(18,30]",20981.7839999199,"30/12/2015"
"(30,45]",52038.1789987087,"30/12/2015"
"(45,60]",134684.049001217,"30/12/2015"
"(60,Inf]",28566.5449998379,"30/12/2015"
"(18,30]",38532.8129999638,"31/12/2015"
"(30,45]",222818.441999674,"31/12/2015"
"(45,60]",46493.5160000324,"31/12/2015"
"(60,Inf]",14036.7819998264,"31/12/2015"
"(18,30]",28923.0119998455,"02/01/2016"
"(30,45]",115942.651999235,"02/01/2016"
"(45,60]",135391.736999989,"02/01/2016"
"(60,Inf]",97359.1730005741,"02/01/2016"
"(18,30]",8788.62800002098,"03/01/2016"
"(30,45]",9648.19600057602,"03/01/2016"
"(45,60]",8082.53600001335,"03/01/2016"
"(60,Inf]",2562.56599998474,"03/01/2016"
"(0,18]",1222.37299990654,"04/01/2016"
"(18,30]",41641.1199998856,"04/01/2016"
"(30,45]",64009.0310001373,"04/01/2016"
"(45,60]",37166.159999609,"04/01/2016"
"(60,Inf]",7440.83200001717,"04/01/2016"
"(18,30]",7636.40699982643,"05/01/2016"
"(30,45]",40113.5230004787,"05/01/2016"
"(45,60]",20214.2669999599,"05/01/2016"
"(60,Inf]",6345.04500031471,"05/01/2016"
"(0,18]",526.017000198364,"07/01/2016"
"(18,30]",3462.0790002346,"07/01/2016"
"(30,45]",14674.4710001945,"07/01/2016"
"(45,60]",6622.00299954414,"07/01/2016"
"(0,18]",370.483000040054,"08/01/2016"
"(18,30]",21438.1159996986,"08/01/2016"
"(30,45]",53394.5510017872,"08/01/2016"
"(45,60]",53933.6450009346,"08/01/2016"
"(60,Inf]",8698.56500005722,"08/01/2016"
"(18,30]",7242.16400003433,"09/01/2016"
"(30,45]",25611.3959999084,"09/01/2016"
"(45,60]",7547.26199960709,"09/01/2016"
"(60,Inf]",9366.61399960518,"09/01/2016"
"(18,30]",5861.11699986458,"10/01/2016"
"(30,45]",30231.5940003395,"10/01/2016"
"(45,60]",26831.2269997597,"10/01/2016"
"(60,Inf]",14783.875,"10/01/2016"
"(18,30]",59929.3499994278,"11/01/2016"
"(30,45]",96573.7789976597,"11/01/2016"
"(45,60]",88924.4859993458,"11/01/2016"
"(60,Inf]",31056.7300002575,"11/01/2016"
"(0,18]",52.3200001716614,"12/01/2016"
"(18,30]",47645.4620010853,"12/01/2016"
"(30,45]",173884.145000935,"12/01/2016"
"(45,60]",132773.302999258,"12/01/2016"
"(60,Inf]",120120.326999426,"12/01/2016"
"(0,18]",975.892999887466,"13/01/2016"
"(18,30]",17890.7740006447,"13/01/2016"
"(30,45]",80684.8440010548,"13/01/2016"
"(45,60]",56723.468000412,"13/01/2016"
"(60,Inf]",17835.3289999962,"13/01/2016"
"(0,18]",940.801999807358,"14/01/2016"
"(18,30]",229072.376000404,"14/01/2016"
"(30,45]",212673.781998634,"14/01/2016"
"(45,60]",249900.940999985,"14/01/2016"
"(60,Inf]",106179.678001404,"14/01/2016"
"(0,18]",3166.41800022125,"15/01/2016"
"(18,30]",47072.5220007896,"15/01/2016"
"(30,45]",176087.669999123,"15/01/2016"
"(45,60]",125847.45600009,"15/01/2016"
"(60,Inf]",37345.4839999676,"15/01/2016"
"(0,18]",15765.7730002403,"16/01/2016"
"(18,30]",95473.4439995289,"16/01/2016"
"(30,45]",166188.434998989,"16/01/2016"
"(45,60]",195084.110001326,"16/01/2016"
"(60,Inf]",63785.9869997501,"16/01/2016"
"(0,18]",651.516999959946,"17/01/2016"
"(18,30]",9228.44699978828,"17/01/2016"
"(30,45]",19335.9230005741,"17/01/2016"
"(45,60]",32124.606000185,"17/01/2016"
"(60,Inf]",4862.94799995422,"17/01/2016"
"(0,18]",5995.39300012589,"18/01/2016"
"(18,30]",23493.3830010891,"18/01/2016"
"(30,45]",125417.737000227,"18/01/2016"
"(45,60]",97950.3429987431,"18/01/2016"
"(60,Inf]",31672.422999382,"18/01/2016"
"(0,18]",601.869999885559,"19/01/2016"
"(18,30]",61257.4950003624,"19/01/2016"
"(30,45]",166210.092997551,"19/01/2016"
"(45,60]",223486.116999388,"19/01/2016"
"(60,Inf]",70282.083999157,"19/01/2016"
"(0,18]",746.05999994278,"20/01/2016"
"(18,30]",60190.5999999046,"20/01/2016"
"(30,45]",202804.643001795,"20/01/2016"
"(45,60]",190873.446999788,"20/01/2016"
"(60,Inf]",61133.3830001354,"20/01/2016"
"(0,18]",6808.14399981499,"21/01/2016"
"(18,30]",57094.5650000572,"21/01/2016"
"(30,45]",196339.186000586,"21/01/2016"
"(45,60]",218535.529000759,"21/01/2016"
"(60,Inf]",97717.6150009632,"21/01/2016"
"(0,18]",20607.2649998665,"22/01/2016"
"(18,30]",25558.2850000858,"22/01/2016"
"(30,45]",133086.658998251,"22/01/2016"
"(45,60]",62481.8080000877,"22/01/2016"
"(60,Inf]",28747.1690001488,"22/01/2016"
"(18,30]",48483.75,"23/01/2016"
"(30,45]",183434.292997837,"23/01/2016"
"(45,60]",160661.204000473,"23/01/2016"
"(60,Inf]",88572.5549988747,"23/01/2016"
"(0,18]",15522.7159998417,"24/01/2016"
"(18,30]",60876.2920002937,"24/01/2016"
"(30,45]",277963.700000286,"24/01/2016"
"(45,60]",273761.465999842,"24/01/2016"
"(60,Inf]",107700.452000618,"24/01/2016"
"(18,30]",13112.093000412,"25/01/2016"
"(30,45]",58543.6410002708,"25/01/2016"
"(45,60]",69681.0730009079,"25/01/2016"
"(60,Inf]",39701.5599997044,"25/01/2016"
"(0,18]",4105.72300004959,"26/01/2016"
"(18,30]",72026.4230005741,"26/01/2016"
"(30,45]",289625.2619977,"26/01/2016"
"(45,60]",200642.630999804,"26/01/2016"
"(60,Inf]",72286.7480003834,"26/01/2016"
"(0,18]",3263.27199983597,"27/01/2016"
"(18,30]",48473.7809996605,"27/01/2016"
"(30,45]",318058.226999998,"27/01/2016"
"(45,60]",456370.490000725,"27/01/2016"
"(60,Inf]",70608.9780006409,"27/01/2016"
"(18,30]",31169.2530002594,"28/01/2016"
"(30,45]",78525.1299996376,"28/01/2016"
"(45,60]",73944.2339987755,"28/01/2016"
"(60,Inf]",12183.201000452,"28/01/2016"
"(0,18]",1764.76799964905,"29/01/2016"
"(18,30]",41470.0100002289,"29/01/2016"
"(30,45]",310112.096997499,"29/01/2016"
"(45,60]",172438.801001549,"29/01/2016"
"(60,Inf]",170052.039001465,"29/01/2016"
"(0,18]",21223.5380003452,"30/01/2016"
"(18,30]",34841.7480008602,"30/01/2016"
"(30,45]",56495.6240003109,"30/01/2016"
"(45,60]",100686.981000185,"30/01/2016"
"(60,Inf]",44633.0499997139,"30/01/2016"
"(18,30]",29879.0460002422,"31/01/2016"
"(30,45]",92984.2969999313,"31/01/2016"
"(45,60]",63935.401001215,"31/01/2016"
"(60,Inf]",36615.0299994946,"31/01/2016"
"(18,30]",72998.8920013905,"01/02/2016"
"(30,45]",331300.906000853,"01/02/2016"
"(45,60]",165394.442999363,"01/02/2016"
"(60,Inf]",75895.2069995403,"01/02/2016"
"(0,18]",2060.73000001907,"02/02/2016"
"(18,30]",48544.4200003147,"02/02/2016"
"(30,45]",200828.191001415,"02/02/2016"
"(45,60]",146896.401999474,"02/02/2016"
"(60,Inf]",90286.8129999638,"02/02/2016"
"(0,18]",1745.43099999428,"03/02/2016"
"(18,30]",77565.6289997101,"03/02/2016"
"(30,45]",248396.033998489,"03/02/2016"
"(45,60]",189634.764001608,"03/02/2016"
"(60,Inf]",88392.8499999046,"03/02/2016"
"(0,18]",3635.52699995041,"04/02/2016"
"(18,30]",76586.4549996853,"04/02/2016"
"(30,45]",253035.010999441,"04/02/2016"
"(45,60]",246809.994000435,"04/02/2016"
"(60,Inf]",121669.355997801,"04/02/2016"
"(0,18]",1727.26999998093,"05/02/2016"
"(18,30]",97559.4240014553,"05/02/2016"
"(30,45]",185681.352000952,"05/02/2016"
"(45,60]",186437.255997658,"05/02/2016"
"(60,Inf]",100475.251999617,"05/02/2016"
"(0,18]",282.40700006485,"06/02/2016"
"(18,30]",16624.1180002689,"06/02/2016"
"(30,45]",31625.2270011902,"06/02/2016"
"(45,60]",31086.465000391,"06/02/2016"
"(60,Inf]",28472.5700001717,"06/02/2016"
"(0,18]",14025.6960000992,"07/02/2016"
"(18,30]",69294.3859994411,"07/02/2016"
"(30,45]",71850.8130004406,"07/02/2016"
"(45,60]",81544.6479992867,"07/02/2016"
"(60,Inf]",19319.5669999123,"07/02/2016"
"(0,18]",5213.8100001812,"08/02/2016"
"(18,30]",45177.7739994526,"08/02/2016"
"(30,45]",130706.157000065,"08/02/2016"
"(45,60]",94417.0209994316,"08/02/2016"
"(60,Inf]",29542.0050003529,"08/02/2016"
"(18,30]",27977.7220001221,"09/02/2016"
"(30,45]",21839.7089996338,"09/02/2016"
"(45,60]",20337.8839995861,"09/02/2016"
"(60,Inf]",5301.99300026894,"09/02/2016"
"(0,18]",817.583999872208,"10/02/2016"
"(18,30]",8419.60299944878,"10/02/2016"
"(30,45]",119139.666002035,"10/02/2016"
"(45,60]",39484.7349996567,"10/02/2016"
"(60,Inf]",6239.05200004578,"10/02/2016"
"(0,18]",1526.16399979591,"11/02/2016"
"(18,30]",32961.2139985561,"11/02/2016"
"(30,45]",89572.1940011978,"11/02/2016"
"(45,60]",102069.714999914,"11/02/2016"
"(60,Inf]",46790.2510001659,"11/02/2016"
"(18,30]",10194.6009998322,"12/02/2016"
"(30,45]",24542.7289996147,"12/02/2016"
"(45,60]",16949.9470005035,"12/02/2016"
"(60,Inf]",4671.08899998665,"12/02/2016"
"(0,18]",1978.30599999428,"13/02/2016"
"(18,30]",4304.72099995613,"13/02/2016"
"(30,45]",59862.0029995441,"13/02/2016"
"(45,60]",24277.2309997082,"13/02/2016"
"(60,Inf]",14733.5690002441,"13/02/2016"
"(18,30]",16775.7059998512,"14/02/2016"
"(30,45]",6608.91200017929,"14/02/2016"
"(45,60]",4431.69200015068,"14/02/2016"
"(60,Inf]",3606.8119995594,"14/02/2016"
"(18,30]",34119.7529985905,"15/02/2016"
"(30,45]",121640.055000782,"15/02/2016"
"(45,60]",128433.480000019,"15/02/2016"
"(60,Inf]",48985.6570003033,"15/02/2016"
"(0,18]",4281.93700003624,"16/02/2016"
"(18,30]",138642.666000843,"16/02/2016"
"(30,45]",220472.275997639,"16/02/2016"
"(45,60]",181601.445999861,"16/02/2016"
"(60,Inf]",94107.8870007992,"16/02/2016"
"(18,30]",33224.2129991055,"17/02/2016"
"(30,45]",70492.768999815,"17/02/2016"
"(45,60]",93312.2740001678,"17/02/2016"
"(60,Inf]",20527.6809999943,"17/02/2016"
"(0,18]",7974.9240000248,"18/02/2016"
"(18,30]",109550.381000757,"18/02/2016"
"(30,45]",119629.12699914,"18/02/2016"
"(45,60]",312282.668001652,"18/02/2016"
"(60,Inf]",58025.1850001812,"18/02/2016"
"(0,18]",14329.9459998608,"19/02/2016"
"(18,30]",68075.9090001583,"19/02/2016"
"(30,45]",226726.409997702,"19/02/2016"
"(45,60]",184178.541999102,"19/02/2016"
"(60,Inf]",81604.4599997997,"19/02/2016"
"(18,30]",41849.0899994373,"20/02/2016"
"(30,45]",144144.219999552,"20/02/2016"
"(45,60]",108664.639999628,"20/02/2016"
"(60,Inf]",57835.2950005531,"20/02/2016"
"(0,18]",3292.50999999046,"21/02/2016"
"(18,30]",50606.7490000725,"21/02/2016"
"(30,45]",276652.022999525,"21/02/2016"
"(45,60]",190528.896000147,"21/02/2016"
"(60,Inf]",46241.7469995022,"21/02/2016"
"(18,30]",72610.2070009708,"22/02/2016"
"(30,45]",192611.292000055,"22/02/2016"
"(45,60]",169928.011998892,"22/02/2016"
"(60,Inf]",55493.632999897,"22/02/2016"
"(0,18]",7140.1970000267,"23/02/2016"
"(18,30]",56384.7189979553,"23/02/2016"
"(30,45]",194019.950998545,"23/02/2016"
"(45,60]",218612.482997179,"23/02/2016"
"(60,Inf]",58195.090000391,"23/02/2016"
"(0,18]",1044.4350001812,"24/02/2016"
"(18,30]",156668.881999969,"24/02/2016"
"(30,45]",149591.593997955,"24/02/2016"
"(45,60]",57505.7339994907,"24/02/2016"
"(60,Inf]",25985.10400033,"24/02/2016"
"(18,30]",35673.6389994621,"25/02/2016"
"(30,45]",145408.608999968,"25/02/2016"
"(45,60]",87200.4659998417,"25/02/2016"
"(60,Inf]",21373.8600006104,"25/02/2016"
"(0,18]",523.80999994278,"26/02/2016"
"(18,30]",223858.249999762,"26/02/2016"
"(30,45]",83456.8890008926,"26/02/2016"
"(45,60]",55519.9200005531,"26/02/2016"
"(60,Inf]",4403.33400011063,"26/02/2016"
"(0,18]",676.43700003624,"27/02/2016"
"(18,30]",24714.6139996052,"27/02/2016"
"(30,45]",32116.1739990711,"27/02/2016"
"(45,60]",5910.62000012398,"27/02/2016"
"(60,Inf]",733.9359998703,"27/02/2016"
"(18,30]",38053.4999997616,"28/02/2016"
"(30,45]",126532.954000473,"28/02/2016"
"(45,60]",111352.268000364,"28/02/2016"
"(60,Inf]",11930.1240003109,"28/02/2016"
"(0,18]",47.5329999923706,"29/02/2016"
"(18,30]",51393.3570005894,"29/02/2016"
"(30,45]",238354.430999041,"29/02/2016"
"(45,60]",253049.052998304,"29/02/2016"
"(60,Inf]",100204.084000349,"29/02/2016"
"(0,18]",11482.1119999886,"01/03/2016"
"(18,30]",129121.532000542,"01/03/2016"
"(30,45]",261333.204999924,"01/03/2016"
"(45,60]",230654.007999659,"01/03/2016"
"(60,Inf]",62987.1490008831,"01/03/2016"
"(0,18]",552.922999858856,"02/03/2016"
"(18,30]",52086.848998785,"02/03/2016"
"(30,45]",190337.411001921,"02/03/2016"
"(45,60]",93548.5049991608,"02/03/2016"
"(60,Inf]",20712.8060002327,"02/03/2016"
"(18,30]",141378.410000563,"03/03/2016"
"(30,45]",248565.830999136,"03/03/2016"
"(45,60]",322614.331999779,"03/03/2016"
"(60,Inf]",85460.4729988575,"03/03/2016"
"(0,18]",1311.01999998093,"04/03/2016"
"(18,30]",17262.7379996777,"04/03/2016"
"(30,45]",127869.07999897,"04/03/2016"
"(45,60]",37215.1569998264,"04/03/2016"
"(60,Inf]",20710.9579999447,"04/03/2016"
"(0,18]",2731.36299991608,"05/03/2016"
"(18,30]",73313.3970000744,"05/03/2016"
"(30,45]",118992.841999292,"05/03/2016"
"(45,60]",32211.0710010529,"05/03/2016"
"(60,Inf]",8176.45800042152,"05/03/2016"
"(0,18]",774.399999856949,"06/03/2016"
"(18,30]",8048.7399995327,"06/03/2016"
"(30,45]",58343.835000515,"06/03/2016"
"(45,60]",133367.883000135,"06/03/2016"
"(60,Inf]",22417.763999939,"06/03/2016"
"(18,30]",45561.2369999886,"07/03/2016"
"(30,45]",74857.0909993649,"07/03/2016"
"(45,60]",59065.3979985714,"07/03/2016"
"(60,Inf]",12703.276999712,"07/03/2016"
"(18,30]",64935.4890012741,"08/03/2016"
"(30,45]",229329.111000061,"08/03/2016"
"(45,60]",146478.410001755,"08/03/2016"
"(60,Inf]",49144.5319993496,"08/03/2016"
"(0,18]",298.957000017166,"09/03/2016"
"(18,30]",51736.0850000381,"09/03/2016"
"(30,45]",123794.49199748,"09/03/2016"
"(45,60]",106048.637001276,"09/03/2016"
"(60,Inf]",32962.0170001984,"09/03/2016"
"(0,18]",1263.30599999428,"10/03/2016"
"(18,30]",72552.3680005074,"10/03/2016"
"(30,45]",225171.970000744,"10/03/2016"
"(45,60]",180967.838999748,"10/03/2016"
"(60,Inf]",74279.3290002346,"10/03/2016"
"(0,18]",1592.20900011063,"11/03/2016"
"(18,30]",101080.782001257,"11/03/2016"
"(30,45]",284097.386002302,"11/03/2016"
"(45,60]",204055.404999733,"11/03/2016"
"(60,Inf]",81883.5829999447,"11/03/2016"
"(0,18]",19020.3510000706,"12/03/2016"
"(18,30]",75208.0709989071,"12/03/2016"
"(30,45]",260649.536999464,"12/03/2016"
"(45,60]",282010.920000553,"12/03/2016"
"(60,Inf]",65115.8299999237,"12/03/2016"
"(0,18]",3788.18700003624,"13/03/2016"
"(18,30]",109527.863000154,"13/03/2016"
"(30,45]",329863.570999861,"13/03/2016"
"(45,60]",303356.832000971,"13/03/2016"
"(60,Inf]",133530.998001337,"13/03/2016"
"(0,18]",516.532999992371,"14/03/2016"
"(18,30]",129555.053001404,"14/03/2016"
"(30,45]",391018.75799942,"14/03/2016"
"(45,60]",202462.897996902,"14/03/2016"
"(60,Inf]",104508.613998652,"14/03/2016"
"(0,18]",6065.70399999619,"15/03/2016"
"(18,30]",86041.4009995461,"15/03/2016"
"(30,45]",255074.24399662,"15/03/2016"
"(45,60]",282380.516997337,"15/03/2016"
"(60,Inf]",98137.5160005093,"15/03/2016"
"(0,18]",327.243999958038,"16/03/2016"
"(18,30]",75113.0259997845,"16/03/2016"
"(30,45]",217788.654000998,"16/03/2016"
"(45,60]",257017.53000021,"16/03/2016"
"(60,Inf]",126512.313998461,"16/03/2016"
"(0,18]",7648.69699978828,"17/03/2016"
"(18,30]",114844.748001337,"17/03/2016"
"(30,45]",292431.43700099,"17/03/2016"
"(45,60]",269729.143999338,"17/03/2016"
"(60,Inf]",75618.361000061,"17/03/2016"
