"edad","tiempo","fecha"
"(0,18]",6723.6880004406,"18/03/2016"
"(18,30]",45466.1909985542,"18/03/2016"
"(30,45]",216549.656002522,"18/03/2016"
"(45,60]",188841.05400157,"18/03/2016"
"(60,Inf]",57103.7549993992,"18/03/2016"
"(0,18]",675.210000038147,"19/03/2016"
"(18,30]",57095.6780002117,"19/03/2016"
"(30,45]",114730.654000759,"19/03/2016"
"(45,60]",197436.162001133,"19/03/2016"
"(60,Inf]",33902.4109995365,"19/03/2016"
"(18,30]",7062.08999967575,"20/03/2016"
"(30,45]",47557.4340002537,"20/03/2016"
"(45,60]",51714.9460003376,"20/03/2016"
"(60,Inf]",14667.2660002708,"20/03/2016"
"(0,18]",8086.20700025558,"21/03/2016"
"(18,30]",57289.8150007725,"21/03/2016"
"(30,45]",217168.988001347,"21/03/2016"
"(45,60]",174469.137999773,"21/03/2016"
"(60,Inf]",50450.4060006142,"21/03/2016"
"(0,18]",893.547000169754,"22/03/2016"
"(18,30]",85338.3769993782,"22/03/2016"
"(30,45]",206572.036999702,"22/03/2016"
"(45,60]",327360.465000391,"22/03/2016"
"(60,Inf]",106329.470000029,"22/03/2016"
"(0,18]",5336.34699988365,"23/03/2016"
"(18,30]",45091.7019999027,"23/03/2016"
"(30,45]",234863.420003891,"23/03/2016"
"(45,60]",111402.643999338,"23/03/2016"
"(60,Inf]",65838.4440002441,"23/03/2016"
"(0,18]",527.626000165939,"24/03/2016"
"(18,30]",107433.368000507,"24/03/2016"
"(30,45]",156667.847999811,"24/03/2016"
"(45,60]",193150.11900115,"24/03/2016"
"(60,Inf]",91281.3100008965,"24/03/2016"
"(0,18]",6196.50699996948,"25/03/2016"
"(18,30]",9858.05599975586,"25/03/2016"
"(30,45]",20784.2209997177,"25/03/2016"
"(45,60]",34192.4409995079,"25/03/2016"
"(60,Inf]",3715.16600012779,"25/03/2016"
"(0,18]",3113.22300004959,"26/03/2016"
"(18,30]",9305.50500059128,"26/03/2016"
"(30,45]",74970.3360004425,"26/03/2016"
"(45,60]",27693.6900007725,"26/03/2016"
"(60,Inf]",20250.4209997654,"26/03/2016"
"(0,18]",552.210000038147,"27/03/2016"
"(18,30]",41639.5829999447,"27/03/2016"
"(30,45]",187630.137000561,"27/03/2016"
"(45,60]",117029.545999765,"27/03/2016"
"(60,Inf]",23935.3989994526,"27/03/2016"
"(18,30]",85070.580000639,"28/03/2016"
"(30,45]",206088.592998743,"28/03/2016"
"(45,60]",214662.763001204,"28/03/2016"
"(60,Inf]",47135.0849995613,"28/03/2016"
"(0,18]",593.370000123978,"29/03/2016"
"(18,30]",10015.7510001659,"29/03/2016"
"(30,45]",34353.5469994545,"29/03/2016"
"(45,60]",21716.6640005112,"29/03/2016"
"(60,Inf]",191083.281000137,"29/03/2016"
"(30,45]",216612.911999702,"30/03/2016"
"(45,60]",54644.8339998722,"30/03/2016"
"(18,30]",102673.503001213,"31/03/2016"
"(30,45]",240294.692998648,"31/03/2016"
"(45,60]",224787.378999233,"31/03/2016"
"(60,Inf]",66769.9619987011,"31/03/2016"
"(0,18]",32741.8079998493,"01/04/2016"
"(18,30]",90809.6489999294,"01/04/2016"
"(30,45]",231506.838999748,"01/04/2016"
"(45,60]",213602.889999628,"01/04/2016"
"(60,Inf]",120097.111999989,"01/04/2016"
"(0,18]",1308.8599998951,"02/04/2016"
"(18,30]",26176.7179992199,"02/04/2016"
"(30,45]",72497.371999979,"02/04/2016"
"(45,60]",66923.2779998779,"02/04/2016"
"(60,Inf]",24423.3990001678,"02/04/2016"
"(0,18]",1269.87400007248,"03/04/2016"
"(18,30]",10303.3079996109,"03/04/2016"
"(30,45]",154730.704000711,"03/04/2016"
"(45,60]",112307.477000475,"03/04/2016"
"(60,Inf]",20200.8019998074,"03/04/2016"
"(18,30]",87784.3229980469,"04/04/2016"
"(30,45]",217158.418002605,"04/04/2016"
"(45,60]",122089.006001711,"04/04/2016"
"(60,Inf]",45019.0550010204,"04/04/2016"
"(0,18]",13705.9960002899,"05/04/2016"
"(18,30]",132271.314001799,"05/04/2016"
"(30,45]",370139.524997234,"05/04/2016"
"(45,60]",251244.748002052,"05/04/2016"
"(60,Inf]",103416.67099905,"05/04/2016"
"(0,18]",802.503000020981,"06/04/2016"
"(18,30]",88121.949999094,"06/04/2016"
"(30,45]",197793.861998558,"06/04/2016"
"(45,60]",174691.738999844,"06/04/2016"
"(60,Inf]",91580.4839999676,"06/04/2016"
"(0,18]",5137.54699969292,"07/04/2016"
"(18,30]",109947.150000811,"07/04/2016"
"(30,45]",243650.531999111,"07/04/2016"
"(45,60]",193906.80100131,"07/04/2016"
"(60,Inf]",69735.3609995842,"07/04/2016"
"(0,18]",823.949999809265,"08/04/2016"
"(18,30]",67969.3080005646,"08/04/2016"
"(30,45]",180167.663996935,"08/04/2016"
"(45,60]",192109.002998114,"08/04/2016"
"(60,Inf]",130393.28099966,"08/04/2016"
"(0,18]",20094.2790000439,"09/04/2016"
"(18,30]",378749.446999311,"09/04/2016"
"(30,45]",161946.706000328,"09/04/2016"
"(45,60]",123750.001998425,"09/04/2016"
"(60,Inf]",59359.2899999619,"09/04/2016"
"(0,18]",712.092999696732,"10/04/2016"
"(18,30]",7334.78299975395,"10/04/2016"
"(30,45]",50429.0599994659,"10/04/2016"
"(45,60]",138449.320999861,"10/04/2016"
"(60,Inf]",14072.3289999962,"10/04/2016"
"(0,18]",1022.33299994469,"11/04/2016"
"(18,30]",77036.4870011806,"11/04/2016"
"(30,45]",189041.142998934,"11/04/2016"
"(45,60]",84032.1499974728,"11/04/2016"
"(60,Inf]",37592.9060001373,"11/04/2016"
"(0,18]",11742.6019997597,"12/04/2016"
"(18,30]",41953.4100003242,"12/04/2016"
"(30,45]",142430.670999765,"12/04/2016"
"(45,60]",90731.1629991531,"12/04/2016"
"(60,Inf]",43012.979998827,"12/04/2016"
"(0,18]",952.992999792099,"13/04/2016"
"(18,30]",96864.0380003452,"13/04/2016"
"(30,45]",162564.522000074,"13/04/2016"
"(45,60]",125466.705999136,"13/04/2016"
"(60,Inf]",139491.001999617,"13/04/2016"
"(0,18]",14733.8310005665,"14/04/2016"
"(18,30]",126217.9220016,"14/04/2016"
"(30,45]",243866.643001318,"14/04/2016"
"(45,60]",260131.589999199,"14/04/2016"
"(60,Inf]",61772.7980010509,"14/04/2016"
"(0,18]",13501.8039999008,"15/04/2016"
"(18,30]",27141.9929995537,"15/04/2016"
"(30,45]",164258.58100009,"15/04/2016"
"(45,60]",107665.066999674,"15/04/2016"
"(60,Inf]",33387.6679987907,"15/04/2016"
"(18,30]",10540.4960000515,"16/04/2016"
"(30,45]",71006.481000185,"16/04/2016"
"(45,60]",13777.4849998951,"16/04/2016"
"(60,Inf]",2486.00300002098,"16/04/2016"
"(0,18]",2140.47000002861,"17/04/2016"
"(18,30]",168374.242999315,"17/04/2016"
"(30,45]",578094.800998449,"17/04/2016"
"(45,60]",286582.20100069,"17/04/2016"
"(60,Inf]",78961.1480009556,"17/04/2016"
"(18,30]",93209.9140005112,"18/04/2016"
"(30,45]",275057.131999493,"18/04/2016"
"(45,60]",531937.613998413,"18/04/2016"
"(60,Inf]",102269.448998928,"18/04/2016"
"(0,18]",11025.7100000381,"19/04/2016"
"(18,30]",51375.9990007877,"19/04/2016"
"(30,45]",165665.275999069,"19/04/2016"
"(45,60]",113073.752999544,"19/04/2016"
"(60,Inf]",78693.6700007915,"19/04/2016"
"(0,18]",3201.36699986458,"20/04/2016"
"(18,30]",123080.83200264,"20/04/2016"
"(30,45]",294461.730000734,"20/04/2016"
"(45,60]",368178.817998886,"20/04/2016"
"(60,Inf]",156973.365000486,"20/04/2016"
"(0,18]",11531.2440001965,"21/04/2016"
"(18,30]",95356.5119993687,"21/04/2016"
"(30,45]",185239.127001286,"21/04/2016"
"(45,60]",196545.545998335,"21/04/2016"
"(60,Inf]",69921.6880002022,"21/04/2016"
"(0,18]",29232.615000248,"22/04/2016"
"(18,30]",97334.7929999828,"22/04/2016"
"(30,45]",213408.108999252,"22/04/2016"
"(45,60]",194730.35599947,"22/04/2016"
"(60,Inf]",97364.0890009403,"22/04/2016"
"(0,18]",514.039999961853,"23/04/2016"
"(18,30]",60392.6619987488,"23/04/2016"
"(30,45]",187531.384999514,"23/04/2016"
"(45,60]",175546.993001699,"23/04/2016"
"(60,Inf]",80937.2689993382,"23/04/2016"
"(0,18]",5906.53699994087,"24/04/2016"
"(18,30]",96736.1800000668,"24/04/2016"
"(30,45]",311831.329999208,"24/04/2016"
"(45,60]",300687.133999348,"24/04/2016"
"(60,Inf]",88701.6329996586,"24/04/2016"
"(0,18]",3116.63300013542,"25/04/2016"
"(18,30]",119416.817999601,"25/04/2016"
"(30,45]",355391.223999977,"25/04/2016"
"(45,60]",257272.958999157,"25/04/2016"
"(60,Inf]",137760.277998686,"25/04/2016"
"(0,18]",604.313000202179,"26/04/2016"
"(18,30]",86888.5510005951,"26/04/2016"
"(30,45]",315729.659000158,"26/04/2016"
"(45,60]",301293.900000572,"26/04/2016"
"(60,Inf]",88154.784001112,"26/04/2016"
"(0,18]",1874.72699999809,"27/04/2016"
"(18,30]",80058.3550004959,"27/04/2016"
"(30,45]",335939.458001852,"27/04/2016"
"(45,60]",230430.04399848,"27/04/2016"
"(60,Inf]",94198.8620009422,"27/04/2016"
"(0,18]",1807.77999973297,"28/04/2016"
"(18,30]",103053.538000107,"28/04/2016"
"(30,45]",287949.35999608,"28/04/2016"
"(45,60]",239001.472999334,"28/04/2016"
"(60,Inf]",119763.117999554,"28/04/2016"
"(0,18]",419.951000213623,"29/04/2016"
"(18,30]",85985.3239982128,"29/04/2016"
"(30,45]",253477.123000622,"29/04/2016"
"(45,60]",196925.142998695,"29/04/2016"
"(60,Inf]",100457.268000841,"29/04/2016"
"(18,30]",62998.6699998379,"30/04/2016"
"(30,45]",168607.923999786,"30/04/2016"
"(45,60]",191513.656000137,"30/04/2016"
"(60,Inf]",57774.5759990215,"30/04/2016"
"(18,30]",429138.318998337,"01/05/2016"
"(30,45]",238753.759001732,"01/05/2016"
"(45,60]",257586.632001638,"01/05/2016"
"(60,Inf]",65072.6749992371,"01/05/2016"
"(0,18]",19.2929999828339,"02/05/2016"
"(18,30]",139018.432999611,"02/05/2016"
"(30,45]",304543.386999846,"02/05/2016"
"(45,60]",301472.947000027,"02/05/2016"
"(60,Inf]",166428.680000305,"02/05/2016"
"(0,18]",909.223999977112,"03/05/2016"
"(18,30]",162265.145999193,"03/05/2016"
"(30,45]",495590.947000265,"03/05/2016"
"(45,60]",272171.550998926,"03/05/2016"
"(60,Inf]",128345.490999222,"03/05/2016"
"(0,18]",1800.08100008965,"04/05/2016"
"(18,30]",175980.667001963,"04/05/2016"
"(30,45]",649875.739997387,"04/05/2016"
"(45,60]",346392.524000645,"04/05/2016"
"(60,Inf]",130674.208999395,"04/05/2016"
"(0,18]",8293.83000016212,"05/05/2016"
"(18,30]",134963.558000088,"05/05/2016"
"(30,45]",221998.466001272,"05/05/2016"
"(45,60]",172839.249999762,"05/05/2016"
"(60,Inf]",107992.600999594,"05/05/2016"
"(0,18]",6584.8170003891,"06/05/2016"
"(18,30]",71269.8820004463,"06/05/2016"
"(30,45]",129759.627998114,"06/05/2016"
"(45,60]",87090.3309998512,"06/05/2016"
"(60,Inf]",193770.424000263,"06/05/2016"
"(0,18]",2219.75300002098,"07/05/2016"
"(18,30]",37173.9790017605,"07/05/2016"
"(30,45]",107318.421001434,"07/05/2016"
"(45,60]",116037.311999798,"07/05/2016"
"(60,Inf]",38003.0370001793,"07/05/2016"
"(0,18]",585.786999940872,"08/05/2016"
"(18,30]",45815.215998888,"08/05/2016"
"(30,45]",125606.815999746,"08/05/2016"
"(45,60]",119011.734000444,"08/05/2016"
"(60,Inf]",74180.2700002193,"08/05/2016"
"(18,30]",67740.3489999771,"09/05/2016"
"(30,45]",190428.489002228,"09/05/2016"
"(45,60]",236229.027998209,"09/05/2016"
"(60,Inf]",134434.271999836,"09/05/2016"
"(18,30]",69120.1930003166,"10/05/2016"
"(30,45]",197023.045000792,"10/05/2016"
"(45,60]",210028.187002659,"10/05/2016"
"(60,Inf]",115422.150000811,"10/05/2016"
"(0,18]",347.947000026703,"11/05/2016"
"(18,30]",103795.141998053,"11/05/2016"
"(30,45]",301372.469998837,"11/05/2016"
"(45,60]",247759.904997826,"11/05/2016"
"(60,Inf]",97425.1019995213,"11/05/2016"
"(18,30]",88589.9489994049,"12/05/2016"
"(30,45]",234591.1769979,"12/05/2016"
"(45,60]",234392.600998878,"12/05/2016"
"(60,Inf]",98494.2700009346,"12/05/2016"
"(18,30]",24133.6059989929,"13/05/2016"
"(30,45]",93604.100001812,"13/05/2016"
"(45,60]",186692.962001801,"13/05/2016"
"(60,Inf]",23533.476000309,"13/05/2016"
"(0,18]",707.743000030518,"14/05/2016"
"(18,30]",8177.88999986649,"14/05/2016"
"(30,45]",44792.2300012112,"14/05/2016"
"(45,60]",67075.916000843,"14/05/2016"
"(60,Inf]",6870.15999984741,"14/05/2016"
"(0,18]",7693.95300030708,"15/05/2016"
"(18,30]",67665.3450009823,"15/05/2016"
"(30,45]",187943.220999241,"15/05/2016"
"(45,60]",178323.258999825,"15/05/2016"
"(60,Inf]",63415.1339991093,"15/05/2016"
"(0,18]",127.783999919891,"16/05/2016"
"(18,30]",123333.48099947,"16/05/2016"
"(30,45]",317661.18600297,"16/05/2016"
"(45,60]",288519.358999252,"16/05/2016"
"(60,Inf]",122245.98399806,"16/05/2016"
"(0,18]",3746.80300021172,"17/05/2016"
"(18,30]",107257.488000154,"17/05/2016"
"(30,45]",2518241.85699987,"17/05/2016"
"(45,60]",273884.84499979,"17/05/2016"
"(60,Inf]",121209.663999319,"17/05/2016"
"(0,18]",1132.65700006485,"18/05/2016"
"(18,30]",96019.7090013027,"18/05/2016"
"(30,45]",255585.978000641,"18/05/2016"
"(45,60]",253651.439998865,"18/05/2016"
"(60,Inf]",87116.1000010967,"18/05/2016"
"(0,18]",6645.26999998093,"19/05/2016"
"(18,30]",91061.2889995575,"19/05/2016"
"(30,45]",257513.047997475,"19/05/2016"
"(45,60]",253629.24499917,"19/05/2016"
"(60,Inf]",107657.531999588,"19/05/2016"
"(0,18]",3260.94600009918,"20/05/2016"
"(18,30]",115727.263000488,"20/05/2016"
"(30,45]",278911.055999517,"20/05/2016"
"(45,60]",245802.784000635,"20/05/2016"
"(60,Inf]",105173.543999672,"20/05/2016"
"(0,18]",621.395999908447,"21/05/2016"
"(18,30]",36885.3299996853,"21/05/2016"
"(30,45]",217198.369999409,"21/05/2016"
"(45,60]",90599.1050000191,"21/05/2016"
"(60,Inf]",64494.9029996395,"21/05/2016"
"(0,18]",15913.5839998722,"22/05/2016"
"(18,30]",72267.1030004025,"22/05/2016"
"(30,45]",305413.714002132,"22/05/2016"
"(45,60]",320636.905999899,"22/05/2016"
"(60,Inf]",109061.680999279,"22/05/2016"
"(0,18]",1270.35199999809,"23/05/2016"
"(18,30]",132285.889999866,"23/05/2016"
"(30,45]",316184.203997135,"23/05/2016"
"(45,60]",296542.917999268,"23/05/2016"
"(60,Inf]",147862.467999697,"23/05/2016"
"(0,18]",5322.44699978828,"24/05/2016"
"(18,30]",62526.5450000763,"24/05/2016"
"(30,45]",200062.395001888,"24/05/2016"
"(45,60]",183941.040000916,"24/05/2016"
"(60,Inf]",76299.1720001698,"24/05/2016"
"(0,18]",973.141999959946,"25/05/2016"
"(18,30]",116679.812999487,"25/05/2016"
"(30,45]",217446.177000046,"25/05/2016"
"(45,60]",215308.843997955,"25/05/2016"
"(60,Inf]",107373.819000244,"25/05/2016"
"(0,18]",1030.81999969482,"26/05/2016"
"(18,30]",128071.317999601,"26/05/2016"
"(30,45]",330702.161003113,"26/05/2016"
"(45,60]",265826.354000807,"26/05/2016"
"(60,Inf]",157558.707000017,"26/05/2016"
"(0,18]",938.183000087738,"27/05/2016"
"(18,30]",89564.8220005035,"27/05/2016"
"(30,45]",225631.179998875,"27/05/2016"
"(45,60]",233152.918999434,"27/05/2016"
"(60,Inf]",104431.594000578,"27/05/2016"
"(0,18]",1299.06699991226,"28/05/2016"
"(18,30]",28536.1029996872,"28/05/2016"
"(30,45]",140100.052999496,"28/05/2016"
"(45,60]",81509.7339992523,"28/05/2016"
"(60,Inf]",58289.0050001144,"28/05/2016"
"(0,18]",2848.4399998188,"29/05/2016"
"(18,30]",77811.5939986706,"29/05/2016"
"(30,45]",152014.2170012,"29/05/2016"
"(45,60]",179120.664000273,"29/05/2016"
"(60,Inf]",72416.5530002117,"29/05/2016"
"(0,18]",1360.3069999218,"30/05/2016"
"(18,30]",114488.944000959,"30/05/2016"
"(30,45]",324063.321002483,"30/05/2016"
"(45,60]",310072.728996992,"30/05/2016"
"(60,Inf]",133525.120001554,"30/05/2016"
"(0,18]",9811.4299993515,"31/05/2016"
"(18,30]",117295.098996878,"31/05/2016"
"(30,45]",370892.284998178,"31/05/2016"
"(45,60]",307271.35299778,"31/05/2016"
"(60,Inf]",130805.10800004,"31/05/2016"
"(0,18]",2377.43299984932,"01/06/2016"
"(18,30]",147181.905999422,"01/06/2016"
"(30,45]",365827.856002569,"01/06/2016"
"(45,60]",275736.174001694,"01/06/2016"
"(60,Inf]",113233.744999886,"01/06/2016"
"(0,18]",6415.07699990273,"02/06/2016"
"(18,30]",180666.644000292,"02/06/2016"
"(30,45]",503201.597999573,"02/06/2016"
"(45,60]",360694.870996237,"02/06/2016"
"(60,Inf]",220628.383999348,"02/06/2016"
"(0,18]",5116.07099986076,"03/06/2016"
"(18,30]",152256.90399909,"03/06/2016"
"(30,45]",309679.33900094,"03/06/2016"
"(45,60]",302191.237999439,"03/06/2016"
"(60,Inf]",139000.703001022,"03/06/2016"
"(0,18]",2505.1400001049,"04/06/2016"
"(18,30]",96387.2170007229,"04/06/2016"
"(30,45]",327637.398998976,"04/06/2016"
"(45,60]",260322.406001568,"04/06/2016"
"(60,Inf]",107514.935999632,"04/06/2016"
"(0,18]",2471.02099967003,"05/06/2016"
"(18,30]",129077.113999844,"05/06/2016"
"(30,45]",210915.31400013,"05/06/2016"
"(45,60]",243195.919998884,"05/06/2016"
"(60,Inf]",105595.897999763,"05/06/2016"
"(0,18]",2981.73000001907,"06/06/2016"
"(18,30]",128322.270999432,"06/06/2016"
"(30,45]",282351.971000433,"06/06/2016"
"(45,60]",206320.415999413,"06/06/2016"
"(60,Inf]",114417.279999495,"06/06/2016"
"(18,30]",182846.257001162,"07/06/2016"
"(30,45]",364920.818002224,"07/06/2016"
"(45,60]",360802.92100215,"07/06/2016"
"(60,Inf]",228145.408997774,"07/06/2016"
"(0,18]",2860.91299962997,"08/06/2016"
"(18,30]",162178.337997913,"08/06/2016"
"(30,45]",339365.995001078,"08/06/2016"
"(45,60]",290571.922995806,"08/06/2016"
"(60,Inf]",194916.652000427,"08/06/2016"
"(0,18]",2015.66100025177,"09/06/2016"
"(18,30]",147290.253998995,"09/06/2016"
"(30,45]",289558.051000834,"09/06/2016"
"(45,60]",221751.59100008,"09/06/2016"
"(60,Inf]",143074.232999325,"09/06/2016"
"(0,18]",3695.28099989891,"10/06/2016"
"(18,30]",345200.247000933,"10/06/2016"
"(30,45]",330734.758002758,"10/06/2016"
"(45,60]",283203.778999805,"10/06/2016"
"(60,Inf]",164213.363999844,"10/06/2016"
"(0,18]",11055.1029999256,"11/06/2016"
"(18,30]",78053.2760000229,"11/06/2016"
"(30,45]",191532.884999037,"11/06/2016"
"(45,60]",189477.56200099,"11/06/2016"
"(60,Inf]",88180.2519996166,"11/06/2016"
"(18,30]",43523.2039999962,"12/06/2016"
"(30,45]",117260.108000755,"12/06/2016"
"(45,60]",104092.903000593,"12/06/2016"
"(60,Inf]",71328.0899999142,"12/06/2016"
"(0,18]",1677.22000002861,"13/06/2016"
"(18,30]",133502.925000191,"13/06/2016"
"(30,45]",401101.755000591,"13/06/2016"
"(45,60]",164438.210999012,"13/06/2016"
"(60,Inf]",93890.9780006409,"13/06/2016"
"(0,18]",9932.7439994812,"14/06/2016"
"(18,30]",143017.218998194,"14/06/2016"
"(30,45]",255917.120998383,"14/06/2016"
"(45,60]",276965.337000132,"14/06/2016"
"(60,Inf]",112431.032998085,"14/06/2016"
"(0,18]",2539.31299996376,"15/06/2016"
"(18,30]",50865.2559998035,"15/06/2016"
"(30,45]",116762.6650002,"15/06/2016"
"(45,60]",72822.7159996033,"15/06/2016"
"(60,Inf]",34539.8360004425,"15/06/2016"
"(0,18]",1365.05999994278,"16/06/2016"
"(18,30]",94235.6800017357,"16/06/2016"
"(30,45]",287184.799998999,"16/06/2016"
"(45,60]",258030.722998857,"16/06/2016"
"(60,Inf]",117784.882998943,"16/06/2016"
"(0,18]",4551.21199989319,"17/06/2016"
"(18,30]",91624.4659998417,"17/06/2016"
"(30,45]",171123.867999077,"17/06/2016"
"(45,60]",203528.550001144,"17/06/2016"
"(60,Inf]",104592.746001005,"17/06/2016"
"(0,18]",13970.4519999027,"18/06/2016"
"(18,30]",72209.6389994621,"18/06/2016"
"(30,45]",239636.723000288,"18/06/2016"
"(45,60]",181703.66000104,"18/06/2016"
"(60,Inf]",158124.017000198,"18/06/2016"
"(0,18]",1312.17000007629,"19/06/2016"
"(18,30]",67366.2819991112,"19/06/2016"
"(30,45]",252476.317998409,"19/06/2016"
"(45,60]",278784.47700119,"19/06/2016"
"(60,Inf]",97169.6959998608,"19/06/2016"
"(0,18]",2963.26300001144,"20/06/2016"
"(18,30]",192166.514999628,"20/06/2016"
"(30,45]",427886.09499836,"20/06/2016"
"(45,60]",315171.813999176,"20/06/2016"
"(60,Inf]",152150.336000919,"20/06/2016"
"(0,18]",7400.60100030899,"21/06/2016"
"(18,30]",127437.388000488,"21/06/2016"
"(30,45]",420485.850003481,"21/06/2016"
"(45,60]",331264.522999763,"21/06/2016"
"(60,Inf]",170799.768999338,"21/06/2016"
"(0,18]",846.59700012207,"22/06/2016"
"(18,30]",156425.754998922,"22/06/2016"
"(30,45]",346849.057000399,"22/06/2016"
"(45,60]",306846.439001083,"22/06/2016"
"(60,Inf]",146362.812999249,"22/06/2016"
"(0,18]",3216.54100012779,"23/06/2016"
"(18,30]",115961.35800004,"23/06/2016"
"(30,45]",234280.882999897,"23/06/2016"
"(45,60]",195902.830003023,"23/06/2016"
"(60,Inf]",122039.779999971,"23/06/2016"
"(0,18]",935.375999927521,"24/06/2016"
"(18,30]",51293.9079990387,"24/06/2016"
"(30,45]",126264.787001133,"24/06/2016"
"(45,60]",149138.289999008,"24/06/2016"
"(60,Inf]",127991.288000584,"24/06/2016"
"(0,18]",5419.86100006104,"25/06/2016"
"(18,30]",48554.0740001202,"25/06/2016"
"(30,45]",137490.990999222,"25/06/2016"
"(45,60]",292485.855000019,"25/06/2016"
"(60,Inf]",102419.754000425,"25/06/2016"
"(0,18]",3389.56300020218,"26/06/2016"
"(18,30]",97905.0079989433,"26/06/2016"
"(30,45]",260091.525000334,"26/06/2016"
"(45,60]",205165.339000225,"26/06/2016"
"(60,Inf]",61759.9540002346,"26/06/2016"
"(0,18]",48382.0089998245,"27/06/2016"
"(18,30]",124567.631001711,"27/06/2016"
"(30,45]",299165.503000736,"27/06/2016"
"(45,60]",266543.654001951,"27/06/2016"
"(60,Inf]",143288.364999294,"27/06/2016"
"(0,18]",5825.85399985313,"28/06/2016"
"(18,30]",139235.208000422,"28/06/2016"
"(30,45]",264317.008000851,"28/06/2016"
"(45,60]",279403.059000492,"28/06/2016"
"(60,Inf]",141836.493001461,"28/06/2016"
"(0,18]",23917.4739999771,"29/06/2016"
"(18,30]",287547.651999235,"29/06/2016"
"(30,45]",538317.523999929,"29/06/2016"
"(45,60]",538476.835000277,"29/06/2016"
"(60,Inf]",205156.403999329,"29/06/2016"
"(0,18]",2647.11199998856,"30/06/2016"
"(18,30]",103110.359000444,"30/06/2016"
"(30,45]",341779.023001671,"30/06/2016"
"(45,60]",330754.887001514,"30/06/2016"
"(60,Inf]",130634.92800045,"30/06/2016"
"(0,18]",4432.73600006104,"01/07/2016"
"(18,30]",120415.943999767,"01/07/2016"
"(30,45]",231457.424000263,"01/07/2016"
"(45,60]",228458.19499898,"01/07/2016"
"(60,Inf]",103482.113000154,"01/07/2016"
"(0,18]",304.832999944687,"02/07/2016"
"(18,30]",71810.3270001411,"02/07/2016"
"(30,45]",259535.266001463,"02/07/2016"
"(45,60]",169827.831999302,"02/07/2016"
"(60,Inf]",115264.930999756,"02/07/2016"
"(18,30]",63767.2369997501,"03/07/2016"
"(30,45]",162411.333000422,"03/07/2016"
"(45,60]",159288.089001179,"03/07/2016"
"(60,Inf]",103570.041000366,"03/07/2016"
"(0,18]",4629.47399997711,"04/07/2016"
"(18,30]",124205.13299799,"04/07/2016"
"(30,45]",383670.26500082,"04/07/2016"
"(45,60]",390289.683000803,"04/07/2016"
"(60,Inf]",146681.362996817,"04/07/2016"
"(0,18]",2644.28199982643,"05/07/2016"
"(18,30]",129895.148999929,"05/07/2016"
"(30,45]",287777.773999929,"05/07/2016"
"(45,60]",309710.25399828,"05/07/2016"
"(60,Inf]",177042.711998463,"05/07/2016"
"(0,18]",12894.6509997845,"06/07/2016"
"(18,30]",95199.0160007477,"06/07/2016"
"(30,45]",314348.730998039,"06/07/2016"
"(45,60]",289870.644999743,"06/07/2016"
"(60,Inf]",115284.048000097,"06/07/2016"
"(0,18]",12685.6010000706,"07/07/2016"
"(18,30]",121374.915999651,"07/07/2016"
"(30,45]",388241.826999187,"07/07/2016"
"(45,60]",321417.093999624,"07/07/2016"
"(60,Inf]",173019.324999571,"07/07/2016"
"(0,18]",8228.33699989319,"08/07/2016"
"(18,30]",98540.8879985809,"08/07/2016"
"(30,45]",366475.183000565,"08/07/2016"
"(45,60]",258096.40900135,"08/07/2016"
"(60,Inf]",182770.798999786,"08/07/2016"
"(0,18]",3198.50300049782,"09/07/2016"
"(18,30]",46228.946000576,"09/07/2016"
"(30,45]",145759.124999523,"09/07/2016"
"(45,60]",232352.823999643,"09/07/2016"
"(60,Inf]",126617.61900115,"09/07/2016"
"(0,18]",9886.03100013733,"10/07/2016"
"(18,30]",67368.7310004234,"10/07/2016"
"(30,45]",153647.856000662,"10/07/2016"
"(45,60]",187887.96800065,"10/07/2016"
"(60,Inf]",75013.5809996128,"10/07/2016"
"(0,18]",10967.9800002575,"11/07/2016"
"(18,30]",126641.695998907,"11/07/2016"
"(30,45]",391865.228002548,"11/07/2016"
"(45,60]",275436.90900135,"11/07/2016"
"(60,Inf]",137438.374998808,"11/07/2016"
"(0,18]",1100.24399971962,"12/07/2016"
"(18,30]",241441.682999372,"12/07/2016"
"(30,45]",282762.423003197,"12/07/2016"
"(45,60]",298879.538999557,"12/07/2016"
"(60,Inf]",142932.615999937,"12/07/2016"
"(0,18]",7931.06499958038,"13/07/2016"
"(18,30]",112374.213998556,"13/07/2016"
"(30,45]",361597.578998089,"13/07/2016"
"(45,60]",320413.786999226,"13/07/2016"
"(60,Inf]",150290.133000374,"13/07/2016"
"(0,18]",11048.6589999199,"14/07/2016"
"(18,30]",134306.293000937,"14/07/2016"
"(30,45]",325967.022001028,"14/07/2016"
"(45,60]",397807.188002348,"14/07/2016"
"(60,Inf]",175545.436998844,"14/07/2016"
"(0,18]",4925.00699973106,"15/07/2016"
"(18,30]",92437.9209980965,"15/07/2016"
"(30,45]",337595.115999222,"15/07/2016"
"(45,60]",231174.880998135,"15/07/2016"
"(60,Inf]",160896.490999222,"15/07/2016"
